period	username	yob	agebin	total	v1abs	v2abs	v1rel	v2rel	agebin2
	jolo	1986	4	1.0	0.0	1.0	0.0	1.0	7
	Cynric	1986	4	2.0	0.0	2.0	0.0	1.0	7
	Ido	1987	4	1.0	0.0	1.0	0.0	1.0	7
	kath	1977	3	6.0	1.0	5.0	0.16666666666666666	0.8333333333333334	5
	Sowa	1980	3	1.0	0.0	1.0	0.0	1.0	6
	Lucie	1978	3	1.0	0.0	1.0	0.0	1.0	6
	GöteborgsTösen	1984	4	1.0	0.0	1.0	0.0	1.0	7
	Mumsi	1980	3	2.0	0.0	2.0	0.0	1.0	6
	Queenofice	1983	4	1.0	1.0	0.0	1.0	0.0	7
	Hia	1980	3	1.0	0.0	1.0	0.0	1.0	6
	Lena28	1981	3	1.0	0.0	1.0	0.0	1.0	6
	ladybug	1987	4	2.0	0.0	2.0	0.0	1.0	7
	asparinC	1980	3	1.0	0.0	1.0	0.0	1.0	6
	elliz	1987	4	1.0	0.0	1.0	0.0	1.0	7
	IsaCMoJs	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Imagine this	1985	4	1.0	0.0	1.0	0.0	1.0	7
	Matilda86	1987	4	1.0	0.0	1.0	0.0	1.0	7
	Wonderchild2009	1990	4	1.0	0.0	1.0	0.0	1.0	8
	MariaJuj	1983	4	3.0	0.0	3.0	0.0	1.0	7
	TinaLi	1984	4	2.0	0.0	2.0	0.0	1.0	7
	sk76	1977	3	1.0	1.0	0.0	1.0	0.0	5
	Belle Amie	1976	3	6.0	0.0	6.0	0.0	1.0	5
	TuvaLi	1978	3	1.0	0.0	1.0	0.0	1.0	6
	Hanniz	1987	4	1.0	0.0	1.0	0.0	1.0	7
	JoRi	1988	4	2.0	0.0	2.0	0.0	1.0	8
	prickelina	1983	4	1.0	0.0	1.0	0.0	1.0	7
	MiniStumpan	1983	4	1.0	0.0	1.0	0.0	1.0	7
	SusiSue	1978	3	2.0	0.0	2.0	0.0	1.0	6
	qbtq	1985	4	1.0	0.0	1.0	0.0	1.0	7
	Ävlan	1980	3	1.0	0.0	1.0	0.0	1.0	6
	Lindizz	1986	4	1.0	0.0	1.0	0.0	1.0	7
	calnaneas	1980	3	1.0	0.0	1.0	0.0	1.0	6
	NeMeAr	1983	4	1.0	0.0	1.0	0.0	1.0	7
	majasmamma	1988	4	1.0	0.0	1.0	0.0	1.0	8
	james	1982	3	1.0	1.0	0.0	1.0	0.0	6
	MiaMarias	1980	3	6.0	1.0	5.0	0.16666666666666666	0.8333333333333334	6
	Akilla	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Talossa	1987	4	1.0	0.0	1.0	0.0	1.0	7
	Danneli	1986	4	2.0	0.0	2.0	0.0	1.0	7
	kentmaximus	1975	3	1.0	1.0	0.0	1.0	0.0	5
	sydney	1978	3	1.0	0.0	1.0	0.0	1.0	6
	doriah	1980	3	1.0	0.0	1.0	0.0	1.0	6
	Neija	1987	4	1.0	0.0	1.0	0.0	1.0	7
	liba71	1972	2	1.0	0.0	1.0	0.0	1.0	4
	eldflugan	1982	3	2.0	0.0	2.0	0.0	1.0	6
	Cat lover	1971	2	1.0	0.0	1.0	0.0	1.0	4
	Alisa	1981	3	1.0	0.0	1.0	0.0	1.0	6
	Tilcha	1985	4	4.0	1.0	3.0	0.25	0.75	7
	Mulle78	1979	3	2.0	0.0	2.0	0.0	1.0	6
	NEAN	1989	4	1.0	1.0	0.0	1.0	0.0	8
	Malinw	1979	3	3.0	0.0	3.0	0.0	1.0	6
	Simbis	1981	3	1.0	1.0	0.0	1.0	0.0	6
	korvmedbröd	1988	4	3.0	2.0	1.0	0.6666666666666666	0.3333333333333333	8
	substitutet	1985	4	1.0	0.0	1.0	0.0	1.0	7
	Jimps	1981	3	4.0	0.0	4.0	0.0	1.0	6
	MissHellen	1984	4	13.0	1.0	12.0	0.07692307692307693	0.9230769230769231	7
	crocco	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Aaglars	1971	2	4.0	0.0	4.0	0.0	1.0	4
	nattfrost	1988	4	1.0	0.0	1.0	0.0	1.0	8
	högbergarna	1979	3	10.0	1.0	9.0	0.1	0.9	6
	Rimfolina	1980	3	1.0	0.0	1.0	0.0	1.0	6
	Baypower	1977	3	3.0	0.0	3.0	0.0	1.0	5
	Sanna86	1987	4	3.0	1.0	2.0	0.3333333333333333	0.6666666666666666	7
	Gummisnodden	1979	3	3.0	0.0	3.0	0.0	1.0	6
	Sandra Forslund	1984	4	2.0	0.0	2.0	0.0	1.0	7
	78Suss	1979	3	1.0	1.0	0.0	1.0	0.0	6
	timoteja00	1983	4	2.0	0.0	2.0	0.0	1.0	7
	Ausi79	1980	3	4.0	2.0	2.0	0.5	0.5	6
	AKT83	1984	4	3.0	1.0	2.0	0.3333333333333333	0.6666666666666666	7
	Jojo 85	1986	4	8.0	1.0	7.0	0.125	0.875	7
	HallWall	1977	3	1.0	0.0	1.0	0.0	1.0	5
	lo800	1978	3	7.0	0.0	7.0	0.0	1.0	6
	pamsa	1981	3	1.0	0.0	1.0	0.0	1.0	6
	MammaAlex	1984	4	2.0	0.0	2.0	0.0	1.0	7
	Jennypenny83	1984	4	2.0	1.0	1.0	0.5	0.5	7
	lillzan	1983	4	1.0	0.0	1.0	0.0	1.0	7
	AlexandersMamma	1991	4	1.0	0.0	1.0	0.0	1.0	8
	soryd	1981	3	1.0	1.0	0.0	1.0	0.0	6
	familjemamma	1975	3	2.0	0.0	2.0	0.0	1.0	5
	crazy hannah	1987	4	3.0	1.0	2.0	0.3333333333333333	0.6666666666666666	7
	mammat2	1987	4	4.0	0.0	4.0	0.0	1.0	7
	malin neli	1981	3	1.0	0.0	1.0	0.0	1.0	6
	Kaosmamma	1982	3	1.0	0.0	1.0	0.0	1.0	6
	MrsCD	1981	3	2.0	0.0	2.0	0.0	1.0	6
	bily	1987	4	1.0	0.0	1.0	0.0	1.0	7
	Lovi	1981	3	3.0	0.0	3.0	0.0	1.0	6
	chasmin	1983	4	3.0	0.0	3.0	0.0	1.0	7
	mw24	1986	4	3.0	2.0	1.0	0.6666666666666666	0.3333333333333333	7
	cattis83	1984	4	1.0	0.0	1.0	0.0	1.0	7
	lerumstessan	1983	4	2.0	0.0	2.0	0.0	1.0	7
	Mickan84	1985	4	1.0	0.0	1.0	0.0	1.0	7
	Längtan82	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Misswiren	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Rocktroll	1985	4	1.0	0.0	1.0	0.0	1.0	7
	Mamma till V	1982	3	2.0	0.0	2.0	0.0	1.0	6
	katzon	1982	3	1.0	0.0	1.0	0.0	1.0	6
	Johanna77	1978	3	1.0	0.0	1.0	0.0	1.0	6
	Jezziie	1987	4	3.0	1.0	2.0	0.3333333333333333	0.6666666666666666	7
	pinkiepie	1979	3	2.0	0.0	2.0	0.0	1.0	6
	Airona	1983	4	2.0	2.0	0.0	1.0	0.0	7
	Amatory	1985	4	1.0	0.0	1.0	0.0	1.0	7
	mammamina	1980	3	2.0	1.0	1.0	0.5	0.5	6
	Mysen	1978	3	1.0	0.0	1.0	0.0	1.0	6
	Logopeden	1985	4	1.0	0.0	1.0	0.0	1.0	7
	Myra	1973	3	11.0	1.0	10.0	0.09090909090909091	0.9090909090909091	5
	Lokatten	1975	3	2.0	1.0	1.0	0.5	0.5	5
	lilleva80	1981	3	2.0	0.0	2.0	0.0	1.0	6
	Inanna Li	1969	2	2.0	0.0	2.0	0.0	1.0	4
	Mrs TH	1980	3	1.0	0.0	1.0	0.0	1.0	6
	Lilla Fjun	1978	3	2.0	1.0	1.0	0.5	0.5	6
	Naura	1984	4	2.0	0.0	2.0	0.0	1.0	7
	Miffy	1982	3	2.0	0.0	2.0	0.0	1.0	6
	Maddolf	1979	3	6.0	2.0	4.0	0.3333333333333333	0.6666666666666666	6
	Fru Wennerström	1987	4	3.0	0.0	3.0	0.0	1.0	7
	Nellie	1975	3	4.0	0.0	4.0	0.0	1.0	5
	Elin hogberg	1988	4	1.0	0.0	1.0	0.0	1.0	8
	MrsCharlotte	1981	3	3.0	0.0	3.0	0.0	1.0	6
	Stina85	1986	4	1.0	0.0	1.0	0.0	1.0	7
	Stella 78	1979	3	4.0	0.0	4.0	0.0	1.0	6
	Pethra	1967	2	1.0	0.0	1.0	0.0	1.0	3
	MinoosMami	1986	4	4.0	0.0	4.0	0.0	1.0	7
	Juli1	1978	3	3.0	0.0	3.0	0.0	1.0	6
	Knasan	1981	3	1.0	0.0	1.0	0.0	1.0	6
	Gris78	1979	3	1.0	1.0	0.0	1.0	0.0	6
	vill bli mamma 2009	1976	3	1.0	0.0	1.0	0.0	1.0	5
	saraA88	1971	2	4.0	2.0	2.0	0.5	0.5	4
	Nickis	1974	3	5.0	1.0	4.0	0.2	0.8	5
	frk lorelei	1980	3	4.0	0.0	4.0	0.0	1.0	6
	Lilli77	1978	3	1.0	0.0	1.0	0.0	1.0	6
	tjorven01	1980	3	1.0	0.0	1.0	0.0	1.0	6
	Särlan	1976	3	3.0	0.0	3.0	0.0	1.0	5
	myran6801	1971	2	1.0	0.0	1.0	0.0	1.0	4
	fatooooosh	1985	4	1.0	0.0	1.0	0.0	1.0	7
	Finmamma	1985	4	2.0	0.0	2.0	0.0	1.0	7
	sam77	1978	3	1.0	0.0	1.0	0.0	1.0	6
	ystersyster	1978	3	1.0	0.0	1.0	0.0	1.0	6
	Anna76	1977	3	1.0	0.0	1.0	0.0	1.0	5
	joyride	1983	4	1.0	0.0	1.0	0.0	1.0	7
	björneochsnigel	1982	3	2.0	1.0	1.0	0.5	0.5	6
	carlan	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Tröttimössan	1981	3	2.0	0.0	2.0	0.0	1.0	6
	Kappan	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Angelique	1976	3	7.0	6.0	1.0	0.8571428571428571	0.14285714285714285	5
	we wish for a baby	1980	3	4.0	0.0	4.0	0.0	1.0	6
	lisala	1976	3	3.0	0.0	3.0	0.0	1.0	5
	Magnolian	1973	3	1.0	0.0	1.0	0.0	1.0	5
	Solros72	1973	3	2.0	0.0	2.0	0.0	1.0	5
	Lilla Morran	1984	4	1.0	0.0	1.0	0.0	1.0	7
	Elisie	1985	4	1.0	0.0	1.0	0.0	1.0	7
	Heavy	1980	3	1.0	0.0	1.0	0.0	1.0	6
	UmeAnkan	1984	4	2.0	0.0	2.0	0.0	1.0	7
	C rex	1968	2	2.0	0.0	2.0	0.0	1.0	4
	Lani	1971	2	2.0	0.0	2.0	0.0	1.0	4
	Johjo	1985	4	1.0	0.0	1.0	0.0	1.0	7
	Hinos	1969	2	4.0	1.0	3.0	0.25	0.75	4
	Bette	1967	2	8.0	1.0	7.0	0.125	0.875	3
	mammailund85	1986	4	2.0	0.0	2.0	0.0	1.0	7
	Leesa	1985	4	1.0	0.0	1.0	0.0	1.0	7
	daisy76	1977	3	1.0	0.0	1.0	0.0	1.0	5
	lena1	1960	1	1.0	0.0	1.0	0.0	1.0	3
	marlene83	1984	4	1.0	0.0	1.0	0.0	1.0	7
	SofiFrid	1985	4	1.0	0.0	1.0	0.0	1.0	7
	zephyr	1985	4	1.0	0.0	1.0	0.0	1.0	7
	oxle bo	1986	4	2.0	0.0	2.0	0.0	1.0	7
	Plly	1981	3	1.0	0.0	1.0	0.0	1.0	6
	Sadie	1984	4	2.0	0.0	2.0	0.0	1.0	7
	Cinnamon	1986	4	2.0	0.0	2.0	0.0	1.0	7
	Strommingen	1987	4	1.0	1.0	0.0	1.0	0.0	7
	druvans	1981	3	1.0	0.0	1.0	0.0	1.0	6
	Aurora84	1985	4	1.0	0.0	1.0	0.0	1.0	7
	Linduccia	1976	3	2.0	0.0	2.0	0.0	1.0	5
	Pumpkin	1985	4	1.0	0.0	1.0	0.0	1.0	7
	Suss73	1974	3	1.0	1.0	0.0	1.0	0.0	5
	Rockenrola	1984	4	1.0	1.0	0.0	1.0	0.0	7
	Emmelinan	1980	3	2.0	1.0	1.0	0.5	0.5	6
	sara e s	1986	4	1.0	0.0	1.0	0.0	1.0	7
	Uliise	1988	4	1.0	0.0	1.0	0.0	1.0	8
	Laloo	1981	3	1.0	0.0	1.0	0.0	1.0	6
	Rilliana	1984	4	1.0	0.0	1.0	0.0	1.0	7
	Nalli	1983	4	2.0	2.0	0.0	1.0	0.0	7
	sara jolu	1984	4	1.0	0.0	1.0	0.0	1.0	7
	swiitii	1988	4	2.0	0.0	2.0	0.0	1.0	8
	sunni	1986	4	1.0	0.0	1.0	0.0	1.0	7
	Nirak Gbg	1983	4	1.0	0.0	1.0	0.0	1.0	7
	pluvdo	1987	4	1.0	1.0	0.0	1.0	0.0	7
	Miss Johanna	1984	4	1.0	0.0	1.0	0.0	1.0	7
	Håll min hand	1987	4	1.0	0.0	1.0	0.0	1.0	7
	La gartija	1982	3	1.0	0.0	1.0	0.0	1.0	6
	Mallin87	1988	4	1.0	1.0	0.0	1.0	0.0	8
	hallåja	1982	3	1.0	0.0	1.0	0.0	1.0	6
	SVEACOOL	1973	3	1.0	0.0	1.0	0.0	1.0	5
	Trissy	1976	3	1.0	0.0	1.0	0.0	1.0	5
	Älskade vovvsing	1977	3	1.0	0.0	1.0	0.0	1.0	5
	q cat	1977	3	1.0	0.0	1.0	0.0	1.0	5
	oktoberbebis09	1986	4	1.0	0.0	1.0	0.0	1.0	7
	Melle85	1986	4	1.0	0.0	1.0	0.0	1.0	7
	Heureka	1975	3	2.0	0.0	2.0	0.0	1.0	5
	LokesMammi	1982	3	3.0	0.0	3.0	0.0	1.0	6
	Lill Bästis	1987	4	1.0	0.0	1.0	0.0	1.0	7
	Kajsa81	1982	3	1.0	0.0	1.0	0.0	1.0	6
	Fraggelgirl	1981	3	1.0	0.0	1.0	0.0	1.0	6
	Stoce	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Stefanie	1988	4	1.0	0.0	1.0	0.0	1.0	8
	VeraVera	1987	4	1.0	0.0	1.0	0.0	1.0	7
	lillabebben	1980	3	1.0	0.0	1.0	0.0	1.0	6
	Fröken Fräken	1979	3	3.0	0.0	3.0	0.0	1.0	6
	FamMel	1980	3	1.0	0.0	1.0	0.0	1.0	6
	inessa	1981	3	1.0	1.0	0.0	1.0	0.0	6
	Minnon	1982	3	1.0	0.0	1.0	0.0	1.0	6
	MyStyle	1983	4	1.0	0.0	1.0	0.0	1.0	7
	snattran	1967	2	1.0	1.0	0.0	1.0	0.0	3
	aigee	1978	3	1.0	0.0	1.0	0.0	1.0	6
	Ico	1985	4	1.0	0.0	1.0	0.0	1.0	7
	veme	1985	4	1.0	0.0	1.0	0.0	1.0	7
	Jo76	1977	3	1.0	0.0	1.0	0.0	1.0	5
	Thesso	1991	4	2.0	0.0	2.0	0.0	1.0	8
	eyalee	1987	4	3.0	0.0	3.0	0.0	1.0	7
	lianem	1981	3	1.0	0.0	1.0	0.0	1.0	6
	majken81	1981	3	3.0	0.0	3.0	0.0	1.0	6
	Kat the bat	1986	4	2.0	0.0	2.0	0.0	1.0	7
	Vinterbarnet	1983	4	1.0	0.0	1.0	0.0	1.0	7
	zoi	1977	3	2.0	0.0	2.0	0.0	1.0	5
	Ilus	1979	3	1.0	1.0	0.0	1.0	0.0	6
	nonayti	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Kanejl	1982	3	2.0	0.0	2.0	0.0	1.0	6
	Tattyn	1978	3	1.0	0.0	1.0	0.0	1.0	6
	Cillizan	1986	4	1.0	0.0	1.0	0.0	1.0	7
	proppen100	1980	3	1.0	1.0	0.0	1.0	0.0	6
	Nellan10	1977	3	2.0	0.0	2.0	0.0	1.0	5
	linhall	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Ekstrumpa	1982	3	1.0	1.0	0.0	1.0	0.0	6
	MickisFlisanNellie	1984	4	1.0	0.0	1.0	0.0	1.0	7
	Maline	1973	3	1.0	0.0	1.0	0.0	1.0	5
	Sirba	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Thelma82	1983	4	1.0	0.0	1.0	0.0	1.0	7
	FruBorg	1985	4	1.0	0.0	1.0	0.0	1.0	7
	Snos	1986	4	1.0	0.0	1.0	0.0	1.0	7
	Min skrutt	1981	3	1.0	0.0	1.0	0.0	1.0	6
	sofiaah	1984	4	1.0	0.0	1.0	0.0	1.0	7
	81missan	1982	3	1.0	0.0	1.0	0.0	1.0	6
	Elvelina	1983	4	1.0	0.0	1.0	0.0	1.0	7
	AvalonC	1982	3	2.0	1.0	1.0	0.5	0.5	6
	Sab1na	1989	4	1.0	0.0	1.0	0.0	1.0	8
	Miemi	1974	3	1.0	1.0	0.0	1.0	0.0	5
	s89	1990	4	1.0	0.0	1.0	0.0	1.0	8
	Mamba	1985	4	1.0	0.0	1.0	0.0	1.0	7
	jmynt	1989	4	2.0	0.0	2.0	0.0	1.0	8
	gulligavera	1984	4	2.0	0.0	2.0	0.0	1.0	7
	BounceT	1980	3	2.0	0.0	2.0	0.0	1.0	6
	NorrVimpel	1973	3	3.0	2.0	1.0	0.6666666666666666	0.3333333333333333	5
	pluggande mamma	1973	3	1.0	0.0	1.0	0.0	1.0	5
	miljarden	1977	3	1.0	0.0	1.0	0.0	1.0	5
	tängla	1979	3	2.0	0.0	2.0	0.0	1.0	6
	Adora1	1980	3	4.0	0.0	4.0	0.0	1.0	6
	Ml83	1984	4	1.0	0.0	1.0	0.0	1.0	7
	lollo14	1969	2	1.0	1.0	0.0	1.0	0.0	4
	blehnda	1988	4	2.0	0.0	2.0	0.0	1.0	8
	MD77	1978	3	1.0	0.0	1.0	0.0	1.0	6
	Tr0ust	1991	4	1.0	0.0	1.0	0.0	1.0	8
	Annsofie83	1984	4	5.0	5.0	0.0	1.0	0.0	7
	Zesssan	1986	4	1.0	0.0	1.0	0.0	1.0	7
	xxMollyxx	1982	3	1.0	0.0	1.0	0.0	1.0	6
	milla1984	1985	4	1.0	0.0	1.0	0.0	1.0	7
	Emki	1989	4	1.0	0.0	1.0	0.0	1.0	8
	babydeluxe	1983	4	1.0	0.0	1.0	0.0	1.0	7
	1982	1982	3	1.0	0.0	1.0	0.0	1.0	6
	LillePluttansMamma	1984	4	4.0	0.0	4.0	0.0	1.0	7
	Littlestar83	1984	4	1.0	0.0	1.0	0.0	1.0	7
	FloPow	1987	4	1.0	0.0	1.0	0.0	1.0	7
	Lajs85	1986	4	1.0	0.0	1.0	0.0	1.0	7
	frwi	1987	4	1.0	0.0	1.0	0.0	1.0	7
	JennySpindel	1979	3	1.0	0.0	1.0	0.0	1.0	6
	Norea	1973	3	1.0	0.0	1.0	0.0	1.0	5
	A flikka	1987	4	1.0	0.0	1.0	0.0	1.0	7
	e som i elin	1985	4	1.0	1.0	0.0	1.0	0.0	7
	ser91	1992	4	1.0	0.0	1.0	0.0	1.0	8
	cookie8409	1985	4	1.0	0.0	1.0	0.0	1.0	7
	FannyB	1982	3	2.0	0.0	2.0	0.0	1.0	6
	Anna J01	1987	4	1.0	0.0	1.0	0.0	1.0	7
	Hope7	1988	4	1.0	1.0	0.0	1.0	0.0	8
	Caroliine85	1986	4	2.0	0.0	2.0	0.0	1.0	7
	Annakth	1989	4	1.0	0.0	1.0	0.0	1.0	8
	Issa86	1987	4	2.0	2.0	0.0	1.0	0.0	7
	Isch	1986	4	1.0	1.0	0.0	1.0	0.0	7
	Taao83	1984	4	1.0	1.0	0.0	1.0	0.0	7
	Eilem	1989	4	1.0	0.0	1.0	0.0	1.0	8
	Minika	1988	4	2.0	0.0	2.0	0.0	1.0	8
	SEM	1990	4	1.0	0.0	1.0	0.0	1.0	8
	Sally Bally	1986	4	1.0	1.0	0.0	1.0	0.0	7
	tusshh	1988	4	1.0	1.0	0.0	1.0	0.0	8
	Fi4	1987	4	1.0	0.0	1.0	0.0	1.0	7
	PaulaVanilla	1986	4	1.0	0.0	1.0	0.0	1.0	7
	Ninnis75	1976	3	1.0	0.0	1.0	0.0	1.0	5
	kexkille	1976	3	1.0	1.0	0.0	1.0	0.0	5
	multivitaminjuice	1989	4	1.0	0.0	1.0	0.0	1.0	8
	NicKnejm	1966	2	1.0	0.0	1.0	0.0	1.0	3
	Azusephre	1988	4	1.0	0.0	1.0	0.0	1.0	8
	lingonben	1952	1	1.0	0.0	1.0	0.0	1.0	1
	mHalmstadsmamma	1971	2	1.0	0.0	1.0	0.0	1.0	4
