period	username	yob	agebin	total	v1abs	v2abs	v1rel	v2rel	agebin2
	Saralainen	1982	3	2.0	2.0	0.0	1.0	0.0	6
	korfu08	1976	3	5.0	5.0	0.0	1.0	0.0	5
	Chaplin	1976	3	1.0	1.0	0.0	1.0	0.0	5
	vanilla	1973	3	1.0	1.0	0.0	1.0	0.0	5
	Turran	1976	3	1.0	1.0	0.0	1.0	0.0	5
	Maline	1973	3	1.0	1.0	0.0	1.0	0.0	5
	lottizm	1985	4	2.0	2.0	0.0	1.0	0.0	7
	God cares	1986	4	1.0	1.0	0.0	1.0	0.0	7
	gastronomer	1990	4	1.0	1.0	0.0	1.0	0.0	8
	Challis	1979	3	1.0	1.0	0.0	1.0	0.0	6
	Snooze	1981	3	1.0	1.0	0.0	1.0	0.0	6
	Frallan78	1979	3	2.0	2.0	0.0	1.0	0.0	6
	Maddex	1981	3	2.0	2.0	0.0	1.0	0.0	6
	FrökenLarsson	1989	4	1.0	1.0	0.0	1.0	0.0	8
	Lycklig88	1989	4	1.0	1.0	0.0	1.0	0.0	8
	Alisa	1981	3	3.0	3.0	0.0	1.0	0.0	6
	alwilda	1980	3	1.0	1.0	0.0	1.0	0.0	6
	Snäckan84	1985	4	1.0	1.0	0.0	1.0	0.0	7
	smurfen84	1985	4	1.0	1.0	0.0	1.0	0.0	7
	juzze	1984	4	1.0	1.0	0.0	1.0	0.0	7
	modestyclara	1979	3	10.0	9.0	1.0	0.9	0.1	6
	Pinje	1972	2	3.0	1.0	2.0	0.3333333333333333	0.6666666666666666	4
	Disco	1980	3	1.0	1.0	0.0	1.0	0.0	6
	Ninnis75	1976	3	1.0	1.0	0.0	1.0	0.0	5
	Wonderchild2009	1990	4	1.0	1.0	0.0	1.0	0.0	8
	margarita	1957	1	1.0	1.0	0.0	1.0	0.0	2
	Beckah82	1983	4	1.0	1.0	0.0	1.0	0.0	7
	Lajkie	1987	4	4.0	4.0	0.0	1.0	0.0	7
	Sockerpinglan	1973	3	1.0	1.0	0.0	1.0	0.0	5
	MrsCharlotte	1981	3	3.0	3.0	0.0	1.0	0.0	6
	nonayti	1983	4	1.0	1.0	0.0	1.0	0.0	7
	Pepparmint	1986	4	1.0	1.0	0.0	1.0	0.0	7
	Rastafairy	1987	4	1.0	0.0	1.0	0.0	1.0	7
	Karin och Pyret	1980	3	1.0	1.0	0.0	1.0	0.0	6
	Livshlädje	1974	3	3.0	0.0	3.0	0.0	1.0	5
	blomman 2	1965	2	1.0	1.0	0.0	1.0	0.0	3
	Susyloo	1981	3	1.0	1.0	0.0	1.0	0.0	6
	shootking	1974	3	1.0	1.0	0.0	1.0	0.0	5
	Kicki	1981	3	2.0	2.0	0.0	1.0	0.0	6
	Vitros	1976	3	2.0	2.0	0.0	1.0	0.0	5
	lillsussan	1980	3	2.0	2.0	0.0	1.0	0.0	6
	Doodelidoo	1975	3	1.0	1.0	0.0	1.0	0.0	5
	Kringlan	1975	3	1.0	1.0	0.0	1.0	0.0	5
	Doa	1981	3	1.0	1.0	0.0	1.0	0.0	6
	pojkens	1975	3	5.0	4.0	1.0	0.8	0.2	5
	Belle Amie	1976	3	2.0	2.0	0.0	1.0	0.0	5
	N88	1989	4	1.0	1.0	0.0	1.0	0.0	8
	ÄlskadeGryn	1979	3	1.0	1.0	0.0	1.0	0.0	6
	krost	1977	3	1.0	1.0	0.0	1.0	0.0	5
	skrotis78	1979	3	1.0	0.0	1.0	0.0	1.0	6
	Karriärmamman	1977	3	4.0	3.0	1.0	0.75	0.25	5
	mirrebusan	1985	4	2.0	2.0	0.0	1.0	0.0	7
	WhiteAngels	1980	3	3.0	2.0	1.0	0.6666666666666666	0.3333333333333333	6
	Nitrogen	1988	4	1.0	1.0	0.0	1.0	0.0	8
	wedding2009	1981	3	1.0	1.0	0.0	1.0	0.0	6
	AW76	1977	3	2.0	2.0	0.0	1.0	0.0	5
	Klara 80	1981	3	1.0	1.0	0.0	1.0	0.0	6
	Livsglädjen	1973	3	2.0	2.0	0.0	1.0	0.0	5
	lillblobb	1979	3	2.0	1.0	1.0	0.5	0.5	6
	Anatha	1979	3	5.0	5.0	0.0	1.0	0.0	6
	Charli	1979	3	1.0	1.0	0.0	1.0	0.0	6
	MissSindra	1982	3	3.0	3.0	0.0	1.0	0.0	6
	Miniluvan	1976	3	4.0	4.0	0.0	1.0	0.0	5
	BrödernaBus	1980	3	3.0	3.0	0.0	1.0	0.0	6
	clembke	1981	3	2.0	2.0	0.0	1.0	0.0	6
	Bina86	1987	4	4.0	4.0	0.0	1.0	0.0	7
	eyalee	1987	4	1.0	1.0	0.0	1.0	0.0	7
	stayinshape	1976	3	1.0	1.0	0.0	1.0	0.0	5
	livet leker	1990	4	1.0	1.0	0.0	1.0	0.0	8
	Gladhannapanna	1972	2	6.0	6.0	0.0	1.0	0.0	4
	Kina79	1980	3	2.0	2.0	0.0	1.0	0.0	6
	sofie27	1982	3	4.0	4.0	0.0	1.0	0.0	6
	Eldflamman	1981	3	1.0	1.0	0.0	1.0	0.0	6
	kirsikka	1966	2	1.0	1.0	0.0	1.0	0.0	3
	Persemona	1985	4	1.0	1.0	0.0	1.0	0.0	7
	Acelise	1984	4	2.0	2.0	0.0	1.0	0.0	7
	guldrosen1	1987	4	2.0	2.0	0.0	1.0	0.0	7
	ango07	1978	3	1.0	1.0	0.0	1.0	0.0	6
	mamma33	1979	3	1.0	0.0	1.0	0.0	1.0	6
	Aamamman	1975	3	1.0	1.0	0.0	1.0	0.0	5
	Karla79	1980	3	3.0	3.0	0.0	1.0	0.0	6
	Fe73	1974	3	1.0	1.0	0.0	1.0	0.0	5
	lillabebben	1980	3	2.0	2.0	0.0	1.0	0.0	6
	snobben76	1977	3	1.0	1.0	0.0	1.0	0.0	5
	miljarden	1977	3	1.0	1.0	0.0	1.0	0.0	5
	Tingeling76	1977	3	1.0	1.0	0.0	1.0	0.0	5
	4an	1974	3	1.0	1.0	0.0	1.0	0.0	5
	Lullisgirl	1978	3	1.0	0.0	1.0	0.0	1.0	6
	Sylten	1978	3	1.0	1.0	0.0	1.0	0.0	6
	Madame Mom	1974	3	1.0	1.0	0.0	1.0	0.0	5
	Lucia1987	1988	4	2.0	2.0	0.0	1.0	0.0	8
	Mopsan	1987	4	3.0	3.0	0.0	1.0	0.0	7
	emilsmamma	1983	4	1.0	1.0	0.0	1.0	0.0	7
	Dr Myo	1974	3	3.0	2.0	1.0	0.6666666666666666	0.3333333333333333	5
	marielindquist	1986	4	1.0	1.0	0.0	1.0	0.0	7
	KickanAnnika	1975	3	2.0	2.0	0.0	1.0	0.0	5
	elinville	1981	3	2.0	0.0	2.0	0.0	1.0	6
	81missan	1982	3	1.0	1.0	0.0	1.0	0.0	6
	annie80	1981	3	1.0	1.0	0.0	1.0	0.0	6
	TheFamily	1980	3	2.0	2.0	0.0	1.0	0.0	6
	Bullan1978	1979	3	1.0	1.0	0.0	1.0	0.0	6
	Linduccia	1976	3	3.0	2.0	1.0	0.6666666666666666	0.3333333333333333	5
	Chaktio	1977	3	10.0	10.0	0.0	1.0	0.0	5
	skogstok	1987	4	1.0	0.0	1.0	0.0	1.0	7
	MymlanMy	1968	2	2.0	2.0	0.0	1.0	0.0	4
	jesslaw	1982	3	1.0	1.0	0.0	1.0	0.0	6
	lillalitenjag	1982	3	1.0	0.0	1.0	0.0	1.0	6
	AnDan	1985	4	5.0	5.0	0.0	1.0	0.0	7
	Snutten	1981	3	2.0	2.0	0.0	1.0	0.0	6
	mrsjo	1981	3	1.0	1.0	0.0	1.0	0.0	6
	TessaS	1974	3	1.0	1.0	0.0	1.0	0.0	5
	Trillian80	1986	4	5.0	5.0	0.0	1.0	0.0	7
	sol1	1984	4	1.0	1.0	0.0	1.0	0.0	7
	Jennie med ie	1976	3	3.0	3.0	0.0	1.0	0.0	5
	allakantralla	1976	3	1.0	1.0	0.0	1.0	0.0	5
	Lilla Morran	1984	4	9.0	9.0	0.0	1.0	0.0	7
	MammasGos	1980	3	1.0	1.0	0.0	1.0	0.0	6
	challis777	1978	3	1.0	1.0	0.0	1.0	0.0	6
	JosJos	1979	3	1.0	1.0	0.0	1.0	0.0	6
	Dompans mamma	1983	4	2.0	2.0	0.0	1.0	0.0	7
	Jordgubben82	1983	4	1.0	1.0	0.0	1.0	0.0	7
	riboflavin	1985	4	2.0	2.0	0.0	1.0	0.0	7
	Dawngirl	1986	4	1.0	1.0	0.0	1.0	0.0	7
	Fleur	1976	3	1.0	1.0	0.0	1.0	0.0	5
	Duddes mamma	1978	3	1.0	1.0	0.0	1.0	0.0	6
	Rocktroll	1985	4	2.0	1.0	1.0	0.5	0.5	7
	jesslin	1973	3	1.0	0.0	1.0	0.0	1.0	5
	tängla	1979	3	1.0	1.0	0.0	1.0	0.0	6
	Busflickan	1983	4	1.0	1.0	0.0	1.0	0.0	7
	Lillatroll	1974	3	2.0	2.0	0.0	1.0	0.0	5
	wiizz	1988	4	1.0	1.0	0.0	1.0	0.0	8
	Miffy	1982	3	1.0	1.0	0.0	1.0	0.0	6
	Emma0709	1984	4	1.0	0.0	1.0	0.0	1.0	7
	yodi	1980	3	1.0	1.0	0.0	1.0	0.0	6
	Cazza	1984	4	1.0	1.0	0.0	1.0	0.0	7
	Mamma Emma	1985	4	1.0	1.0	0.0	1.0	0.0	7
	mami79	1980	3	1.0	1.0	0.0	1.0	0.0	6
	EmmAhh	1987	4	2.0	2.0	0.0	1.0	0.0	7
	Lucyinthesky	1982	3	1.0	1.0	0.0	1.0	0.0	6
	Denizkizi	1987	4	1.0	1.0	0.0	1.0	0.0	7
	MrsC	1985	4	2.0	2.0	0.0	1.0	0.0	7
	Anna Lisa	1979	3	3.0	3.0	0.0	1.0	0.0	6
	guldplutt	1971	2	3.0	3.0	0.0	1.0	0.0	4
	luzorsus	1978	3	1.0	0.0	1.0	0.0	1.0	6
	cherrypie	1972	2	1.0	1.0	0.0	1.0	0.0	4
	Lilla Fjun	1978	3	1.0	0.0	1.0	0.0	1.0	6
	Bebbefabriken	1979	3	1.0	1.0	0.0	1.0	0.0	6
	Elin hogberg	1988	4	1.0	1.0	0.0	1.0	0.0	8
	Lia85	1986	4	1.0	1.0	0.0	1.0	0.0	7
	Eldsjäl	1988	4	1.0	1.0	0.0	1.0	0.0	8
	janniahlholm	1991	4	3.0	3.0	0.0	1.0	0.0	8
	längtabarn	1967	2	2.0	2.0	0.0	1.0	0.0	3
	cocos87	1988	4	1.0	1.0	0.0	1.0	0.0	8
	nahna87	1988	4	1.0	1.0	0.0	1.0	0.0	8
	MariaJuj	1983	4	2.0	2.0	0.0	1.0	0.0	7
	Örnie	1963	2	1.0	1.0	0.0	1.0	0.0	3
	PetraMunchen	1972	2	3.0	3.0	0.0	1.0	0.0	4
	YayasMami	1989	4	2.0	2.0	0.0	1.0	0.0	8
	MeeWe	1985	4	1.0	1.0	0.0	1.0	0.0	7
	LinnyUK	1989	4	1.0	1.0	0.0	1.0	0.0	8
	Draqnight	1987	4	1.0	1.0	0.0	1.0	0.0	7
	Dreamrose	1975	3	3.0	3.0	0.0	1.0	0.0	5
	Marre	1980	3	2.0	2.0	0.0	1.0	0.0	6
	MIC	1985	4	2.0	2.0	0.0	1.0	0.0	7
	Tessie2022	1980	3	1.0	1.0	0.0	1.0	0.0	6
	MammaNova	1983	4	1.0	0.0	1.0	0.0	1.0	7
	FCBJ	1974	3	1.0	1.0	0.0	1.0	0.0	5
	Dudda	1978	3	1.0	1.0	0.0	1.0	0.0	6
	J R	1981	3	1.0	1.0	0.0	1.0	0.0	6
	Excelsior	1971	2	1.0	1.0	0.0	1.0	0.0	4
	ohbaby	1986	4	2.0	2.0	0.0	1.0	0.0	7
	ToK	1989	4	2.0	2.0	0.0	1.0	0.0	8
	Vilja81	1982	3	1.0	1.0	0.0	1.0	0.0	6
	inessa	1981	3	1.0	1.0	0.0	1.0	0.0	6
	mw24	1986	4	2.0	2.0	0.0	1.0	0.0	7
	AnnaKlara	1971	2	3.0	2.0	1.0	0.6666666666666666	0.3333333333333333	4
	lisadragon	1985	4	3.0	2.0	1.0	0.6666666666666666	0.3333333333333333	7
	LeKaMe	1988	4	1.0	1.0	0.0	1.0	0.0	8
	druvans	1981	3	1.0	1.0	0.0	1.0	0.0	6
	joos	1985	4	1.0	1.0	0.0	1.0	0.0	7
	april87an	1988	4	1.0	1.0	0.0	1.0	0.0	8
	Tuntalisa	1977	3	2.0	1.0	1.0	0.5	0.5	5
	MG1981	1982	3	1.0	1.0	0.0	1.0	0.0	6
	Anna J01	1987	4	2.0	2.0	0.0	1.0	0.0	7
	fotbollsfru	1977	3	3.0	3.0	0.0	1.0	0.0	5
	Helia	1984	4	1.0	1.0	0.0	1.0	0.0	7
	StilaM	1976	3	1.0	1.0	0.0	1.0	0.0	5
	fruganL	1990	4	6.0	2.0	4.0	0.3333333333333333	0.6666666666666666	8
	Maggan81	1974	3	1.0	1.0	0.0	1.0	0.0	5
	soff82	1983	4	2.0	1.0	1.0	0.5	0.5	7
	Spookie	1961	1	1.0	1.0	0.0	1.0	0.0	3
	spaceylisie	1984	4	2.0	1.0	1.0	0.5	0.5	7
	Mammassaga	1986	4	1.0	1.0	0.0	1.0	0.0	7
	Helena D	1975	3	2.0	2.0	0.0	1.0	0.0	5
	fenja	1973	3	1.0	1.0	0.0	1.0	0.0	5
	Louise 77	1978	3	1.0	1.0	0.0	1.0	0.0	6
	EricaN81	1982	3	1.0	1.0	0.0	1.0	0.0	6
	ciccir	1987	4	2.0	1.0	1.0	0.5	0.5	7
	Saramalia	1978	3	1.0	1.0	0.0	1.0	0.0	6
	Peecock	1984	4	1.0	1.0	0.0	1.0	0.0	7
	gedansk	1978	3	2.0	2.0	0.0	1.0	0.0	6
	dorothea	1976	3	4.0	4.0	0.0	1.0	0.0	5
	Jojo7777	1978	3	1.0	1.0	0.0	1.0	0.0	6
	Nekogirl	1986	4	4.0	4.0	0.0	1.0	0.0	7
	EmmJay	1984	4	2.0	2.0	0.0	1.0	0.0	7
	maybe2501	1981	3	1.0	1.0	0.0	1.0	0.0	6
	Lill Mamsen	1985	4	1.0	1.0	0.0	1.0	0.0	7
	Mysmonstret	1981	3	1.0	1.0	0.0	1.0	0.0	6
	elio	1985	4	1.0	1.0	0.0	1.0	0.0	7
	En glad tjej	1979	3	2.0	1.0	1.0	0.5	0.5	6
	Sara K	1986	4	1.0	1.0	0.0	1.0	0.0	7
	asplundskan	1988	4	2.0	2.0	0.0	1.0	0.0	8
	Cillizan	1986	4	1.0	1.0	0.0	1.0	0.0	7
	Clouds	1977	3	1.0	1.0	0.0	1.0	0.0	5
	Pemberly	1979	3	1.0	1.0	0.0	1.0	0.0	6
	Prinsessan Viktoria	1986	4	1.0	1.0	0.0	1.0	0.0	7
	Hettie	1980	3	1.0	1.0	0.0	1.0	0.0	6
	Trulsa1985	1986	4	2.0	2.0	0.0	1.0	0.0	7
	Dohgon	1988	4	1.0	1.0	0.0	1.0	0.0	8
	vernia	1986	4	1.0	1.0	0.0	1.0	0.0	7
	madeleinesophie	1988	4	1.0	1.0	0.0	1.0	0.0	8
	MollyN	1979	3	1.0	1.0	0.0	1.0	0.0	6
	Emo08	1980	3	1.0	1.0	0.0	1.0	0.0	6
	Akilla	1983	4	2.0	2.0	0.0	1.0	0.0	7
	sarap1978	1979	3	2.0	2.0	0.0	1.0	0.0	6
	Fru Lillstrumpa	1982	3	1.0	1.0	0.0	1.0	0.0	6
	nooova	1984	4	1.0	1.0	0.0	1.0	0.0	7
	BinniBoo	1989	4	1.0	1.0	0.0	1.0	0.0	8
	mariaheterjag	1982	3	2.0	2.0	0.0	1.0	0.0	6
	SaraSahara	1980	3	1.0	1.0	0.0	1.0	0.0	6
	Tezzy	1981	3	2.0	2.0	0.0	1.0	0.0	6
	Sol33	1981	3	1.0	1.0	0.0	1.0	0.0	6
	Quinnan	1990	4	1.0	1.0	0.0	1.0	0.0	8
	Honey Boo	1984	4	2.0	2.0	0.0	1.0	0.0	7
	Fru LB	1984	4	6.0	6.0	0.0	1.0	0.0	7
	icecreamlover	1980	3	1.0	1.0	0.0	1.0	0.0	6
	Althea	1975	3	2.0	2.0	0.0	1.0	0.0	5
	jinxy	1982	3	2.0	2.0	0.0	1.0	0.0	6
	Dina	1984	4	1.0	1.0	0.0	1.0	0.0	7
	Llimen	1987	4	1.0	1.0	0.0	1.0	0.0	7
	Maac	1984	4	4.0	4.0	0.0	1.0	0.0	7
	XJCX	1988	4	1.0	1.0	0.0	1.0	0.0	8
	Missy M	1987	4	3.0	3.0	0.0	1.0	0.0	7
	mariamitsu	1978	3	1.0	0.0	1.0	0.0	1.0	6
	Azalea	1979	3	1.0	1.0	0.0	1.0	0.0	6
	Jokkan	1987	4	1.0	1.0	0.0	1.0	0.0	7
	MollyMax	1977	3	1.0	1.0	0.0	1.0	0.0	5
	Sussi82	1983	4	2.0	2.0	0.0	1.0	0.0	7
	Krickelin med Naemi	1983	4	1.0	1.0	0.0	1.0	0.0	7
	Emeliie89	1990	4	1.0	1.0	0.0	1.0	0.0	8
	LadyMa	1986	4	1.0	1.0	0.0	1.0	0.0	7
	BELLAm2	1982	3	1.0	1.0	0.0	1.0	0.0	6
	IVFmamma	1983	4	3.0	3.0	0.0	1.0	0.0	7
	Charmeuse	1985	4	1.0	1.0	0.0	1.0	0.0	7
	Lilla JJ	1978	3	1.0	1.0	0.0	1.0	0.0	6
	EJT	1990	4	1.0	1.0	0.0	1.0	0.0	8
	Niiskuneiti	1988	4	2.0	2.0	0.0	1.0	0.0	8
	foxy	1982	3	1.0	1.0	0.0	1.0	0.0	6
	carola78	1979	3	1.0	1.0	0.0	1.0	0.0	6
	lupin84	1985	4	1.0	0.0	1.0	0.0	1.0	7
	konami	1989	4	1.0	1.0	0.0	1.0	0.0	8
	HJ81	1982	3	1.0	1.0	0.0	1.0	0.0	6
	rosendal	1987	4	1.0	1.0	0.0	1.0	0.0	7
	Smetanina	1977	3	3.0	3.0	0.0	1.0	0.0	5
	Tokfia 7	1978	3	1.0	0.0	1.0	0.0	1.0	6
	Aquarius	1984	4	1.0	1.0	0.0	1.0	0.0	7
	skorpiona	1981	3	1.0	1.0	0.0	1.0	0.0	6
	Serafine	1981	3	2.0	2.0	0.0	1.0	0.0	6
	SA26	1984	4	1.0	1.0	0.0	1.0	0.0	7
	Akleja	1981	3	1.0	1.0	0.0	1.0	0.0	6
	brandynova	1982	3	1.0	1.0	0.0	1.0	0.0	6
	Urtica	1981	3	1.0	0.0	1.0	0.0	1.0	6
	EvaChristina	1982	3	1.0	1.0	0.0	1.0	0.0	6
	ernlia03	1980	3	3.0	3.0	0.0	1.0	0.0	6
	Paige80	1981	3	1.0	1.0	0.0	1.0	0.0	6
	piiiinkcat	1984	4	2.0	1.0	1.0	0.5	0.5	7
	xtina	1987	4	1.0	0.0	1.0	0.0	1.0	7
	Gladabarnensmamma	1983	4	3.0	3.0	0.0	1.0	0.0	7
	Elino	1971	2	2.0	2.0	0.0	1.0	0.0	4
	Casey	1989	4	1.0	1.0	0.0	1.0	0.0	8
	pågmamman	1972	2	1.0	1.0	0.0	1.0	0.0	4
	emo	1972	2	1.0	1.0	0.0	1.0	0.0	4
	Vintersol80	1981	3	1.0	1.0	0.0	1.0	0.0	6
	Happyness	1964	2	1.0	1.0	0.0	1.0	0.0	3
	Dalton	1986	4	1.0	1.0	0.0	1.0	0.0	7
	Koji	1986	4	1.0	1.0	0.0	1.0	0.0	7
	MissKS	1982	3	1.0	1.0	0.0	1.0	0.0	6
	vickan7	1975	3	1.0	1.0	0.0	1.0	0.0	5
	Kalle17	1971	2	1.0	1.0	0.0	1.0	0.0	4
	kate79	1980	3	2.0	0.0	2.0	0.0	1.0	6
	Zezana	1980	3	1.0	1.0	0.0	1.0	0.0	6
	RiNan	1984	4	1.0	1.0	0.0	1.0	0.0	7
	Linaek	1964	2	2.0	2.0	0.0	1.0	0.0	3
	NadiaMi	1975	3	18.0	18.0	0.0	1.0	0.0	5
	maccadam	1986	4	1.0	1.0	0.0	1.0	0.0	7
	mariakall	1979	3	1.0	1.0	0.0	1.0	0.0	6
	tessum	1985	4	1.0	0.0	1.0	0.0	1.0	7
	smulanjag	1985	4	1.0	1.0	0.0	1.0	0.0	7
	jessican	1979	3	1.0	1.0	0.0	1.0	0.0	6
	BTD	1976	3	1.0	1.0	0.0	1.0	0.0	5
