period	username	yob	agebin	total	v1abs	v2abs	v1rel	v2rel	agebin2
	sandrafia	1984	4	4.0	0.0	4.0	0.0	1.0	7
	mariiee	1986	4	4.0	2.0	2.0	0.5	0.5	7
	vattendjuret	1990	4	3.0	0.0	3.0	0.0	1.0	8
	allt och lite till	1988	4	3.0	0.0	3.0	0.0	1.0	8
	Vattuman83	1984	4	2.0	0.0	2.0	0.0	1.0	7
	mammatillFelix	1982	3	3.0	0.0	3.0	0.0	1.0	6
	LillaLoppanT	1981	3	13.0	0.0	13.0	0.0	1.0	6
	mammasgullar	1990	4	6.0	0.0	6.0	0.0	1.0	8
	goatess82	1983	4	4.0	0.0	4.0	0.0	1.0	7
	mariamitsu	1978	3	1.0	0.0	1.0	0.0	1.0	6
	Petrellie	1974	3	7.0	0.0	7.0	0.0	1.0	5
	Lillis 1977	1978	3	4.0	0.0	4.0	0.0	1.0	6
	Känslan	1982	3	5.0	1.0	4.0	0.2	0.8	6
	Humpan	1975	3	4.0	0.0	4.0	0.0	1.0	5
	Tobbelina	1980	3	2.0	0.0	2.0	0.0	1.0	6
	crazy hannah	1987	4	15.0	4.0	11.0	0.26666666666666666	0.7333333333333333	7
	Sylten	1978	3	2.0	0.0	2.0	0.0	1.0	6
	Trillian80	1986	4	10.0	0.0	10.0	0.0	1.0	7
	jesslaw	1982	3	2.0	0.0	2.0	0.0	1.0	6
	madeleinesophie	1988	4	3.0	0.0	3.0	0.0	1.0	8
	Emlan88	1989	4	1.0	0.0	1.0	0.0	1.0	8
	PHofie	1987	4	4.0	0.0	4.0	0.0	1.0	7
	Amulett	1976	3	25.0	0.0	25.0	0.0	1.0	5
	UmmAminah	1985	4	15.0	0.0	15.0	0.0	1.0	7
	Dawngirl	1986	4	1.0	0.0	1.0	0.0	1.0	7
	rosendal	1987	4	2.0	0.0	2.0	0.0	1.0	7
	vimsan06	1987	4	1.0	0.0	1.0	0.0	1.0	7
	Annsiss	1983	4	1.0	0.0	1.0	0.0	1.0	7
	hjärta	1989	4	1.0	0.0	1.0	0.0	1.0	8
	Grynet09	1977	3	1.0	0.0	1.0	0.0	1.0	5
	min lilla groda	1982	3	2.0	0.0	2.0	0.0	1.0	6
	EmmaLengstrand	1987	4	2.0	0.0	2.0	0.0	1.0	7
	AvalonC	1982	3	2.0	0.0	2.0	0.0	1.0	6
	Väntar första barnet	1985	4	2.0	0.0	2.0	0.0	1.0	7
	Epona	1982	3	1.0	0.0	1.0	0.0	1.0	6
	marlene83	1984	4	5.0	0.0	5.0	0.0	1.0	7
	emilsmamma	1983	4	2.0	0.0	2.0	0.0	1.0	7
	MiniStumpan	1983	4	5.0	1.0	4.0	0.2	0.8	7
	MrsEnglund	1982	3	2.0	0.0	2.0	0.0	1.0	6
	babyboom2005	1984	4	1.0	0.0	1.0	0.0	1.0	7
	FCBJ	1974	3	3.0	0.0	3.0	0.0	1.0	5
	Makkinje	1987	4	1.0	0.0	1.0	0.0	1.0	7
	Mirali	1989	4	2.0	0.0	2.0	0.0	1.0	8
	Linduccia	1976	3	3.0	0.0	3.0	0.0	1.0	5
	Ninnus	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Hella08	1986	4	1.0	0.0	1.0	0.0	1.0	7
	Klunsen111	1976	3	4.0	0.0	4.0	0.0	1.0	5
	Cattis40	1967	2	8.0	1.0	7.0	0.125	0.875	3
	theesi	1988	4	2.0	0.0	2.0	0.0	1.0	8
	mimamima	1967	2	2.0	0.0	2.0	0.0	1.0	3
	aprilfamilj	1987	4	7.0	0.0	7.0	0.0	1.0	7
	Skrutten00	1978	3	2.0	0.0	2.0	0.0	1.0	6
	emo	1972	2	3.0	0.0	3.0	0.0	1.0	4
	Julianna	1974	3	1.0	0.0	1.0	0.0	1.0	5
	mrsjo	1981	3	2.0	0.0	2.0	0.0	1.0	6
	lilyanna	1986	4	2.0	2.0	0.0	1.0	0.0	7
	Snooz	1978	3	1.0	0.0	1.0	0.0	1.0	6
	Ida04Emma06Thea09	1984	4	1.0	0.0	1.0	0.0	1.0	7
	sol1	1984	4	1.0	0.0	1.0	0.0	1.0	7
	fjonkan	1989	4	9.0	0.0	9.0	0.0	1.0	8
	LeyasMamma	1989	4	2.0	0.0	2.0	0.0	1.0	8
	mammasälskling	1983	4	2.0	0.0	2.0	0.0	1.0	7
	zitis81	1982	3	15.0	0.0	15.0	0.0	1.0	6
	Lily38	1974	3	2.0	0.0	2.0	0.0	1.0	5
	dontworrybehappy	1987	4	1.0	0.0	1.0	0.0	1.0	7
	Lina W	1982	3	1.0	0.0	1.0	0.0	1.0	6
	Mollystar	1981	3	5.0	0.0	5.0	0.0	1.0	6
	Tyrlöv	1983	4	2.0	0.0	2.0	0.0	1.0	7
	abuelita	1951	1	50.0	0.0	50.0	0.0	1.0	1
	Sjuan	1977	3	5.0	0.0	5.0	0.0	1.0	5
	Lullisgirl	1978	3	1.0	0.0	1.0	0.0	1.0	6
	morotsland	1981	3	11.0	0.0	11.0	0.0	1.0	6
	Impertiff	1974	3	7.0	0.0	7.0	0.0	1.0	5
	ananasen01	1979	3	9.0	0.0	9.0	0.0	1.0	6
	jagkan	1978	3	1.0	1.0	0.0	1.0	0.0	6
	mamman2008	1982	3	3.0	0.0	3.0	0.0	1.0	6
	the W family	1982	3	1.0	0.0	1.0	0.0	1.0	6
	Anubisa	1979	3	5.0	0.0	5.0	0.0	1.0	6
	marremask	1980	3	2.0	0.0	2.0	0.0	1.0	6
	Snäckan84	1985	4	6.0	0.0	6.0	0.0	1.0	7
	Thesso	1991	4	9.0	0.0	9.0	0.0	1.0	8
	Empo	1985	4	5.0	0.0	5.0	0.0	1.0	7
	ellinormaria	1978	3	2.0	0.0	2.0	0.0	1.0	6
	Adnil76	1977	3	1.0	0.0	1.0	0.0	1.0	5
	Molfel	1987	4	2.0	1.0	1.0	0.5	0.5	7
	Numminen	1976	3	1.0	0.0	1.0	0.0	1.0	5
	Fia86	1987	4	3.0	0.0	3.0	0.0	1.0	7
	Emeliee	1981	3	10.0	0.0	10.0	0.0	1.0	6
	Tilda	1981	3	2.0	0.0	2.0	0.0	1.0	6
	Pinje	1972	2	3.0	0.0	3.0	0.0	1.0	4
	Moomin	1982	3	3.0	0.0	3.0	0.0	1.0	6
	Mary Wollstonecraft	1978	3	2.0	0.0	2.0	0.0	1.0	6
	view	1987	4	1.0	0.0	1.0	0.0	1.0	7
	Sara K	1986	4	3.0	0.0	3.0	0.0	1.0	7
	Kryztina	1978	3	2.0	0.0	2.0	0.0	1.0	6
	msmalin	1982	3	6.0	0.0	6.0	0.0	1.0	6
	C0211	1980	3	1.0	0.0	1.0	0.0	1.0	6
	sweetfia	1988	4	1.0	0.0	1.0	0.0	1.0	8
	Martinis	1984	4	2.0	0.0	2.0	0.0	1.0	7
	UmeåElin	1982	3	9.0	0.0	9.0	0.0	1.0	6
	Puman78	1979	3	5.0	0.0	5.0	0.0	1.0	6
	MammasGos	1980	3	1.0	0.0	1.0	0.0	1.0	6
	lenabolin	1982	3	5.0	0.0	5.0	0.0	1.0	6
	beijer	1985	4	4.0	0.0	4.0	0.0	1.0	7
	vivi85	1986	4	1.0	0.0	1.0	0.0	1.0	7
	Limja	1975	3	2.0	0.0	2.0	0.0	1.0	5
	Bebbefabriken	1979	3	2.0	0.0	2.0	0.0	1.0	6
	MammanZ	1976	3	3.0	0.0	3.0	0.0	1.0	5
	Lucaz mamma	1973	3	5.0	0.0	5.0	0.0	1.0	5
	J Anttila	1980	3	6.0	1.0	5.0	0.16666666666666666	0.8333333333333334	6
	Lilla Morran	1984	4	10.0	0.0	10.0	0.0	1.0	7
	camas	1984	4	1.0	0.0	1.0	0.0	1.0	7
	Tingeling76	1977	3	4.0	0.0	4.0	0.0	1.0	5
	Bustrollen	1988	4	7.0	1.0	6.0	0.14285714285714285	0.8571428571428571	8
	MangaGirl	1978	3	2.0	0.0	2.0	0.0	1.0	6
	ump	1978	3	1.0	0.0	1.0	0.0	1.0	6
	MissMy	1985	4	9.0	0.0	9.0	0.0	1.0	7
	underverket 06	1971	2	12.0	0.0	12.0	0.0	1.0	4
	Ölandstok	1973	3	3.0	0.0	3.0	0.0	1.0	5
	yodi	1980	3	2.0	1.0	1.0	0.5	0.5	6
	Kajsa86	1987	4	1.0	0.0	1.0	0.0	1.0	7
	Rix	1972	2	1.0	0.0	1.0	0.0	1.0	4
	cherrypie	1972	2	4.0	0.0	4.0	0.0	1.0	4
	brandynova	1982	3	4.0	0.0	4.0	0.0	1.0	6
	Friiidaa	1986	4	1.0	0.0	1.0	0.0	1.0	7
	Anjonen	1974	3	1.0	0.0	1.0	0.0	1.0	5
	Seka	1975	3	1.0	0.0	1.0	0.0	1.0	5
	Pyris	1978	3	12.0	0.0	12.0	0.0	1.0	6
	lykantrophona	1990	4	5.0	0.0	5.0	0.0	1.0	8
	Alexandria	1974	3	2.0	1.0	1.0	0.5	0.5	5
	Strawberry Mum	1984	4	1.0	0.0	1.0	0.0	1.0	7
	dahrma74	1975	3	3.0	0.0	3.0	0.0	1.0	5
	Maac	1984	4	3.0	0.0	3.0	0.0	1.0	7
	Kicki	1981	3	1.0	0.0	1.0	0.0	1.0	6
	Lindyn	1985	4	1.0	1.0	0.0	1.0	0.0	7
	Wonderbabe	1987	4	3.0	0.0	3.0	0.0	1.0	7
	MariaE	1980	3	1.0	0.0	1.0	0.0	1.0	6
	Carolinalovetobias	1991	4	1.0	0.0	1.0	0.0	1.0	8
	Alexe	1977	3	3.0	0.0	3.0	0.0	1.0	5
	MIC	1985	4	3.0	0.0	3.0	0.0	1.0	7
	Liberté	1985	4	1.0	0.0	1.0	0.0	1.0	7
	versus	1987	4	18.0	1.0	17.0	0.05555555555555555	0.9444444444444444	7
	lillalitenjag	1982	3	1.0	0.0	1.0	0.0	1.0	6
	Chilisen	1969	2	20.0	0.0	20.0	0.0	1.0	4
	Helen 1984	1985	4	1.0	0.0	1.0	0.0	1.0	7
	Isch	1986	4	1.0	0.0	1.0	0.0	1.0	7
	pojkens	1975	3	7.0	0.0	7.0	0.0	1.0	5
	FannyB	1982	3	4.0	0.0	4.0	0.0	1.0	6
	Helene70	1971	2	3.0	0.0	3.0	0.0	1.0	4
	soryd	1981	3	4.0	0.0	4.0	0.0	1.0	6
	Aroma	1982	3	2.0	0.0	2.0	0.0	1.0	6
	blomman 2	1965	2	1.0	0.0	1.0	0.0	1.0	3
	Lekia	1979	3	1.0	1.0	0.0	1.0	0.0	6
	Sofi 79	1980	3	3.0	0.0	3.0	0.0	1.0	6
	Loijsisen	1978	3	1.0	0.0	1.0	0.0	1.0	6
	ellla	1984	4	8.0	0.0	8.0	0.0	1.0	7
	Zephir	1986	4	5.0	1.0	4.0	0.2	0.8	7
	tokmonkan	1980	3	1.0	0.0	1.0	0.0	1.0	6
	madde10	1976	3	2.0	0.0	2.0	0.0	1.0	5
	Tillalamm	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Jkpg Deluxe	1985	4	5.0	0.0	5.0	0.0	1.0	7
	SanSis	1986	4	1.0	0.0	1.0	0.0	1.0	7
	värmeljus	1976	3	1.0	0.0	1.0	0.0	1.0	5
	LaSexorcisto	1986	4	1.0	0.0	1.0	0.0	1.0	7
	IsaN	1974	3	5.0	0.0	5.0	0.0	1.0	5
	Tobben	1982	3	1.0	0.0	1.0	0.0	1.0	6
	AAEV	1987	4	7.0	0.0	7.0	0.0	1.0	7
	kvinna 86	1987	4	5.0	0.0	5.0	0.0	1.0	7
	Kerstin	1985	4	36.0	3.0	33.0	0.08333333333333333	0.9166666666666666	7
	Alex  mamma	1977	3	1.0	0.0	1.0	0.0	1.0	5
	luzorsus	1978	3	4.0	0.0	4.0	0.0	1.0	6
	3 barns mor	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Fanaya	1983	4	1.0	0.0	1.0	0.0	1.0	7
	nattfrost	1988	4	8.0	0.0	8.0	0.0	1.0	8
	maccadam	1986	4	3.0	0.0	3.0	0.0	1.0	7
	kvinna79	1980	3	4.0	0.0	4.0	0.0	1.0	6
	trebarnsmamma79	1980	3	1.0	0.0	1.0	0.0	1.0	6
	Isabelles85	1986	4	7.0	0.0	7.0	0.0	1.0	7
	Anna J01	1987	4	6.0	0.0	6.0	0.0	1.0	7
	Daz	1980	3	1.0	0.0	1.0	0.0	1.0	6
	Lucia1987	1988	4	6.0	0.0	6.0	0.0	1.0	8
	Alvine	1989	4	22.0	0.0	22.0	0.0	1.0	8
	Purelyplatonic	1980	3	10.0	3.0	7.0	0.3	0.7	6
	wallis	1982	3	4.0	0.0	4.0	0.0	1.0	6
	Vitros	1976	3	6.0	0.0	6.0	0.0	1.0	5
	nick name	1969	2	1.0	0.0	1.0	0.0	1.0	4
	Bondfia	1972	2	12.0	0.0	12.0	0.0	1.0	4
	Sissa Blom	1974	3	2.0	0.0	2.0	0.0	1.0	5
	malinorebro	1979	3	1.0	0.0	1.0	0.0	1.0	6
	Majjis	1985	4	2.0	0.0	2.0	0.0	1.0	7
	PetraMunchen	1972	2	4.0	0.0	4.0	0.0	1.0	4
	Lillii	1987	4	5.0	0.0	5.0	0.0	1.0	7
	Vicki77	1978	3	1.0	0.0	1.0	0.0	1.0	6
	Calles matte	1979	3	4.0	0.0	4.0	0.0	1.0	6
	Fru H 81	1982	3	8.0	0.0	8.0	0.0	1.0	6
	Dreamrose	1975	3	3.0	0.0	3.0	0.0	1.0	5
	Lindizz	1986	4	15.0	0.0	15.0	0.0	1.0	7
	malininorrköping	1975	3	1.0	0.0	1.0	0.0	1.0	5
	siren	1989	4	4.0	0.0	4.0	0.0	1.0	8
	mammaannika	1987	4	1.0	0.0	1.0	0.0	1.0	7
	malin neli	1981	3	1.0	0.0	1.0	0.0	1.0	6
	Freyja	1985	4	1.0	0.0	1.0	0.0	1.0	7
	Lilaa	1982	3	2.0	0.0	2.0	0.0	1.0	6
	mal	1983	4	2.0	0.0	2.0	0.0	1.0	7
	Pochahontas	1974	3	4.0	0.0	4.0	0.0	1.0	5
	krost	1977	3	1.0	0.0	1.0	0.0	1.0	5
	Lillen09	1990	4	2.0	0.0	2.0	0.0	1.0	8
	Ebbis	1984	4	1.0	0.0	1.0	0.0	1.0	7
	Vafan dåh	1985	4	1.0	0.0	1.0	0.0	1.0	7
	N88	1989	4	1.0	0.0	1.0	0.0	1.0	8
	nikki2006	1967	2	4.0	0.0	4.0	0.0	1.0	3
	Hellström	1979	3	1.0	0.0	1.0	0.0	1.0	6
	Breathe Me	1986	4	1.0	0.0	1.0	0.0	1.0	7
	J1983	1984	4	3.0	0.0	3.0	0.0	1.0	7
	Koocachoo	1979	3	1.0	0.0	1.0	0.0	1.0	6
	TheFamily	1980	3	6.0	0.0	6.0	0.0	1.0	6
	Jose	1988	4	2.0	0.0	2.0	0.0	1.0	8
	Bullan1978	1979	3	6.0	0.0	6.0	0.0	1.0	6
	Kuben	1975	3	1.0	1.0	0.0	1.0	0.0	5
	Isabelsmamma	1986	4	1.0	0.0	1.0	0.0	1.0	7
	eliten	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Lakrids	1977	3	2.0	0.0	2.0	0.0	1.0	5
	Catox9	1982	3	1.0	0.0	1.0	0.0	1.0	6
	Lisa1977	1978	3	3.0	0.0	3.0	0.0	1.0	6
	Lurpa	1983	4	4.0	0.0	4.0	0.0	1.0	7
	Tokfia 7	1978	3	2.0	0.0	2.0	0.0	1.0	6
	Emejli	1988	4	1.0	0.0	1.0	0.0	1.0	8
	Cjes83	1984	4	7.0	1.0	6.0	0.14285714285714285	0.8571428571428571	7
	Nyfiken86	1987	4	3.0	0.0	3.0	0.0	1.0	7
	NummerTvå0710	1990	4	3.0	0.0	3.0	0.0	1.0	8
	StinaStina	1986	4	2.0	0.0	2.0	0.0	1.0	7
	Finasteunge	1987	4	1.0	0.0	1.0	0.0	1.0	7
	madde1983	1984	4	1.0	0.0	1.0	0.0	1.0	7
	inessa	1981	3	2.0	0.0	2.0	0.0	1.0	6
	lilletrille	1979	3	1.0	0.0	1.0	0.0	1.0	6
	BELLAm2	1982	3	1.0	0.0	1.0	0.0	1.0	6
	tree	1987	4	1.0	0.0	1.0	0.0	1.0	7
	Getz	1987	4	2.0	0.0	2.0	0.0	1.0	7
	Blubban82	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Johanna75	1976	3	2.0	0.0	2.0	0.0	1.0	5
	Mrs J	1977	3	6.0	0.0	6.0	0.0	1.0	5
	Dohgon	1988	4	8.0	0.0	8.0	0.0	1.0	8
	mamma0005	1981	3	1.0	0.0	1.0	0.0	1.0	6
	Mysan31	1981	3	1.0	0.0	1.0	0.0	1.0	6
	Teza73	1974	3	3.0	0.0	3.0	0.0	1.0	5
	mikaela1978	1979	3	4.0	0.0	4.0	0.0	1.0	6
	karin h	1978	3	2.0	0.0	2.0	0.0	1.0	6
	Balooba	1979	3	3.0	0.0	3.0	0.0	1.0	6
	swiitii	1988	4	20.0	0.0	20.0	0.0	1.0	8
	pinkiepie	1979	3	4.0	0.0	4.0	0.0	1.0	6
	dec06	1978	3	10.0	0.0	10.0	0.0	1.0	6
	Chaktio	1977	3	10.0	0.0	10.0	0.0	1.0	5
	Cathie	1983	4	1.0	0.0	1.0	0.0	1.0	7
	NochA	1985	4	4.0	1.0	3.0	0.25	0.75	7
	lisa86	1987	4	3.0	0.0	3.0	0.0	1.0	7
	MissSindra	1982	3	2.0	0.0	2.0	0.0	1.0	6
	Angeeliicca	1991	4	1.0	0.0	1.0	0.0	1.0	8
	strawberrypie	1985	4	6.0	0.0	6.0	0.0	1.0	7
	Ninnis75	1976	3	19.0	0.0	19.0	0.0	1.0	5
	LindaB85	1986	4	1.0	0.0	1.0	0.0	1.0	7
	Ninnan	1974	3	1.0	0.0	1.0	0.0	1.0	5
	Minnon	1982	3	7.0	0.0	7.0	0.0	1.0	6
	Lily of the Valley	1986	4	3.0	0.0	3.0	0.0	1.0	7
	frau M	1984	4	2.0	0.0	2.0	0.0	1.0	7
	Therre	1989	4	1.0	0.0	1.0	0.0	1.0	8
	skånegås	1982	3	2.0	0.0	2.0	0.0	1.0	6
	Tizzan	1984	4	6.0	0.0	6.0	0.0	1.0	7
	Habbi	1991	4	1.0	0.0	1.0	0.0	1.0	8
	babydeluxe	1983	4	3.0	0.0	3.0	0.0	1.0	7
	susieQ	1984	4	1.0	0.0	1.0	0.0	1.0	7
	Linjen	1986	4	1.0	0.0	1.0	0.0	1.0	7
	kicki08	1978	3	34.0	0.0	34.0	0.0	1.0	6
	morguse	1982	3	2.0	0.0	2.0	0.0	1.0	6
	Epica	1992	4	1.0	1.0	0.0	1.0	0.0	8
	FruHH	1973	3	1.0	0.0	1.0	0.0	1.0	5
	L86	1987	4	1.0	0.0	1.0	0.0	1.0	7
	EricaN81	1982	3	2.0	0.0	2.0	0.0	1.0	6
	Ella H	1965	2	1.0	0.0	1.0	0.0	1.0	3
	MinÖgonsten	1985	4	7.0	0.0	7.0	0.0	1.0	7
	knastintis	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Rundabullar	1980	3	3.0	0.0	3.0	0.0	1.0	6
	Juli1	1978	3	2.0	0.0	2.0	0.0	1.0	6
	BrunoBus	1985	4	1.0	0.0	1.0	0.0	1.0	7
	Nostalgitripp	1990	4	1.0	0.0	1.0	0.0	1.0	8
	NoWiMom	1987	4	1.0	0.0	1.0	0.0	1.0	7
	Bonzan	1983	4	2.0	0.0	2.0	0.0	1.0	7
	Aprilbarn1	1989	4	1.0	0.0	1.0	0.0	1.0	8
	ostkroken	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Johjo	1985	4	6.0	0.0	6.0	0.0	1.0	7
	smelata	1987	4	1.0	0.0	1.0	0.0	1.0	7
	äntligen Vi	1984	4	1.0	0.0	1.0	0.0	1.0	7
	God cares	1986	4	2.0	0.0	2.0	0.0	1.0	7
	Aaglars	1971	2	9.0	0.0	9.0	0.0	1.0	4
	vill bli mamma 2009	1976	3	3.0	0.0	3.0	0.0	1.0	5
	E11in0or	1990	4	4.0	0.0	4.0	0.0	1.0	8
	skogstok	1987	4	1.0	0.0	1.0	0.0	1.0	7
	popcornplaya	1986	4	15.0	0.0	15.0	0.0	1.0	7
	Maria1971	1981	3	3.0	0.0	3.0	0.0	1.0	6
	bambiii	1988	4	1.0	0.0	1.0	0.0	1.0	8
