period	username	yob	agebin	total	v1abs	v2abs	v1rel	v2rel
	Sally	1974		18.0	0.0	18.0	0.0	1.0
	inga76	1977		41.0	0.0	41.0	0.0	1.0
	Camarogirl	1971		20.0	0.0	20.0	0.0	1.0
	Liv73	1974		11.0	0.0	11.0	0.0	1.0
	Ninnie	1980		41.0	0.0	41.0	0.0	1.0
	jazmine25	1982		32.0	0.0	32.0	0.0	1.0
	UmeåElin	1982		31.0	0.0	31.0	0.0	1.0
	Helle68	1969		23.0	2.0	21.0	0.08695652173913043	0.9130434782608695
	Mara	1974		21.0	0.0	21.0	0.0	1.0
	Seven Costanza	1984		22.0	0.0	22.0	0.0	1.0
	Jola	1977		14.0	1.0	13.0	0.07142857142857142	0.9285714285714286
	Tjillevippen	1981		39.0	0.0	39.0	0.0	1.0
	Emeli	1954		33.0	2.0	31.0	0.06060606060606061	0.9393939393939394
	HoppetKärleken	1975		16.0	0.0	16.0	0.0	1.0
	Jennie med ie	1976		58.0	0.0	58.0	0.0	1.0
	Diwa	1974		13.0	0.0	13.0	0.0	1.0
	JAG är BÄST	1973		123.0	1.0	122.0	0.008130081300813009	0.991869918699187
	lenabolin	1982		29.0	0.0	29.0	0.0	1.0
	Amy1983	1984		20.0	0.0	20.0	0.0	1.0
	Iorlover	1969		29.0	0.0	29.0	0.0	1.0
	Kyanita	1974		58.0	0.0	58.0	0.0	1.0
	Solkattan	1976		52.0	0.0	52.0	0.0	1.0
	Heavy	1980		39.0	0.0	39.0	0.0	1.0
	hymafr	1965		45.0	0.0	45.0	0.0	1.0
	Linaek	1964		14.0	1.0	13.0	0.07142857142857142	0.9285714285714286
	Gladabarnensmamma	1983		75.0	0.0	75.0	0.0	1.0
	Houdini	1966		13.0	0.0	13.0	0.0	1.0
	lillabebben	1980		128.0	0.0	128.0	0.0	1.0
	Liten måne	1984		54.0	0.0	54.0	0.0	1.0
	diddisen80	1981		14.0	1.0	13.0	0.07142857142857142	0.9285714285714286
	Miss Cee	1981		116.0	0.0	116.0	0.0	1.0
	felicityporter	1986		16.0	0.0	16.0	0.0	1.0
	JBC	1986		45.0	0.0	45.0	0.0	1.0
	dicny	1980		14.0	0.0	14.0	0.0	1.0
	olympia71	1972		17.0	0.0	17.0	0.0	1.0
	TigerLinn	1986		40.0	0.0	40.0	0.0	1.0
	Urtica	1981		20.0	0.0	20.0	0.0	1.0
	TheStar	1977		21.0	0.0	21.0	0.0	1.0
	stormfågel	1980		19.0	0.0	19.0	0.0	1.0
	hally	1986		41.0	0.0	41.0	0.0	1.0
	hot fuss	1980		27.0	0.0	27.0	0.0	1.0
	Pumpkin	1985		190.0	0.0	190.0	0.0	1.0
	FL Lisa	1983		65.0	1.0	64.0	0.015384615384615385	0.9846153846153847
	LaFontaine	1985		75.0	0.0	75.0	0.0	1.0
	MajaMaria79	1980		29.0	0.0	29.0	0.0	1.0
	carrobarro84	1985		69.0	0.0	69.0	0.0	1.0
	Sara K	1986		17.0	0.0	17.0	0.0	1.0
	Anatha	1979		61.0	0.0	61.0	0.0	1.0
	Rocktroll	1985		98.0	0.0	98.0	0.0	1.0
	StaffenAssar	1983		61.0	0.0	61.0	0.0	1.0
	mymamasaid	1975		12.0	0.0	12.0	0.0	1.0
	Humlansbebis	1983		27.0	0.0	27.0	0.0	1.0
	Saandraa	1989		30.0	0.0	30.0	0.0	1.0
	raya	1989		24.0	0.0	24.0	0.0	1.0
	jazzy	1987		52.0	0.0	52.0	0.0	1.0
	Lina N	1979		13.0	0.0	13.0	0.0	1.0
	GöteborgsTösen	1984		21.0	0.0	21.0	0.0	1.0
	noorah	1988		16.0	0.0	16.0	0.0	1.0
	MiniStumpan	1983		32.0	0.0	32.0	0.0	1.0
	KickanAnnika	1975		19.0	0.0	19.0	0.0	1.0
	Challe N	1978		43.0	0.0	43.0	0.0	1.0
	Lily38	1974		15.0	0.0	15.0	0.0	1.0
	Rae	1975		34.0	0.0	34.0	0.0	1.0
	gosmamman	1983		97.0	0.0	97.0	0.0	1.0
	Corpset	1982		24.0	0.0	24.0	0.0	1.0
	Pochahontas	1974		59.0	0.0	59.0	0.0	1.0
	Lilaa	1982		38.0	2.0	36.0	0.05263157894736842	0.9473684210526315
	EmmAhh	1987		46.0	0.0	46.0	0.0	1.0
	delifi2	1975		191.0	2.0	189.0	0.010471204188481676	0.9895287958115183
	Beetle	1981		17.0	0.0	17.0	0.0	1.0
	modestyclara	1979		113.0	0.0	113.0	0.0	1.0
	luspudel	1989		37.0	0.0	37.0	0.0	1.0
	Marre	1980		10.0	0.0	10.0	0.0	1.0
	Blåbärspaj	1973		22.0	0.0	22.0	0.0	1.0
	Kina79	1980		56.0	0.0	56.0	0.0	1.0
	passau	1977		36.0	0.0	36.0	0.0	1.0
	Malo	1982		25.0	0.0	25.0	0.0	1.0
	Danneli	1986		21.0	0.0	21.0	0.0	1.0
	Thuleslapper	1974		11.0	0.0	11.0	0.0	1.0
	livet leker	1990		32.0	1.0	31.0	0.03125	0.96875
	7of9	1988		16.0	0.0	16.0	0.0	1.0
	solstraalen	1982		146.0	1.0	145.0	0.00684931506849315	0.9931506849315068
	pindile	1984		35.0	0.0	35.0	0.0	1.0
	Anova	1979		62.0	0.0	62.0	0.0	1.0
	Lavish	1986		118.0	1.0	117.0	0.00847457627118644	0.9915254237288136
	LeaveMeAlone	1984		31.0	0.0	31.0	0.0	1.0
	Empan81	1982		10.0	0.0	10.0	0.0	1.0
	Geshia	1981		42.0	0.0	42.0	0.0	1.0
	Lisa1976	1977		18.0	1.0	17.0	0.05555555555555555	0.9444444444444444
	Saltlakrits	1984		45.0	0.0	45.0	0.0	1.0
	Lima80	1981		13.0	0.0	13.0	0.0	1.0
	83an	1984		41.0	0.0	41.0	0.0	1.0
	Missy M	1987		37.0	0.0	37.0	0.0	1.0
	emme 86	1987		75.0	0.0	75.0	0.0	1.0
	Hemlighet	1985		83.0	22.0	61.0	0.26506024096385544	0.7349397590361446
	Nagoyam W	1984		16.0	2.0	14.0	0.125	0.875
	Butterscotch	1975		103.0	0.0	103.0	0.0	1.0
	Tant Groda	1983		56.0	0.0	56.0	0.0	1.0
	Fröken Fräken	1979		35.0	0.0	35.0	0.0	1.0
	TessaS	1974		66.0	0.0	66.0	0.0	1.0
	Dynamic	1980		16.0	0.0	16.0	0.0	1.0
	Joona	1978		18.0	1.0	17.0	0.05555555555555555	0.9444444444444444
	Wonderchild2009	1990		23.0	0.0	23.0	0.0	1.0
	Gummisnodden	1979		14.0	0.0	14.0	0.0	1.0
	En glad tjej	1979		50.0	0.0	50.0	0.0	1.0
	Mama Me	1977		74.0	0.0	74.0	0.0	1.0
	RiNan	1984		156.0	0.0	156.0	0.0	1.0
	bili	1960		18.0	0.0	18.0	0.0	1.0
	FreeForAll	1984		78.0	0.0	78.0	0.0	1.0
	musiknallen	1977		16.0	0.0	16.0	0.0	1.0
	ÄlskadeUnge	1987		66.0	1.0	65.0	0.015151515151515152	0.9848484848484849
	Eleni	1986		17.0	0.0	17.0	0.0	1.0
	Sadie	1984		31.0	0.0	31.0	0.0	1.0
	Mornie Alantie	1987		28.0	0.0	28.0	0.0	1.0
	mamita64	1965		108.0	0.0	108.0	0.0	1.0
	Dorian Ertymexx	1973		471.0	2.0	469.0	0.004246284501061571	0.9957537154989384
	musli	1972		83.0	0.0	83.0	0.0	1.0
	Mikah	1979		18.0	0.0	18.0	0.0	1.0
	juzze	1984		13.0	1.0	12.0	0.07692307692307693	0.9230769230769231
	LuMa	1979		96.0	0.0	96.0	0.0	1.0
	Torparn	1975		11.0	0.0	11.0	0.0	1.0
	majlinsa	1988		16.0	0.0	16.0	0.0	1.0
	Scraptroll	1984		38.0	0.0	38.0	0.0	1.0
	MymlanMy	1968		12.0	2.0	10.0	0.16666666666666666	0.8333333333333334
	pysselmajjo	1983		19.0	0.0	19.0	0.0	1.0
	Gyllan	1985		32.0	1.0	31.0	0.03125	0.96875
	Jordgubbssmak	1968		43.0	0.0	43.0	0.0	1.0
	Azusephre	1988		29.0	0.0	29.0	0.0	1.0
	fröken sol	1979		13.0	0.0	13.0	0.0	1.0
	hundpuss	1988		59.0	0.0	59.0	0.0	1.0
	Midwinter	1984		30.0	0.0	30.0	0.0	1.0
	Jossebell	1969		30.0	0.0	30.0	0.0	1.0
	crazy cat lady	1986		15.0	0.0	15.0	0.0	1.0
	skorpiona	1981		132.0	0.0	132.0	0.0	1.0
	guldplutt	1971		188.0	0.0	188.0	0.0	1.0
	ZezzA80	1981		11.0	0.0	11.0	0.0	1.0
	hotten	1975		36.0	14.0	22.0	0.3888888888888889	0.6111111111111112
	clembke	1981		90.0	14.0	76.0	0.15555555555555556	0.8444444444444444
	eviz08	1983		13.0	0.0	13.0	0.0	1.0
	vivi85	1986		178.0	1.0	177.0	0.0056179775280898875	0.9943820224719101
	allakantralla	1976		174.0	0.0	174.0	0.0	1.0
	pumpkinpie	1984		10.0	0.0	10.0	0.0	1.0
	giftgrodan	1980		26.0	1.0	25.0	0.038461538461538464	0.9615384615384616
	Dawngirl	1986		14.0	1.0	13.0	0.07142857142857142	0.9285714285714286
	idiblon	1982		76.0	1.0	75.0	0.013157894736842105	0.9868421052631579
	Stella 78	1979		195.0	0.0	195.0	0.0	1.0
	Rainbowbright	1983		15.0	0.0	15.0	0.0	1.0
	Tjoflöjt	1982		13.0	0.0	13.0	0.0	1.0
	AnnaKlara	1971		20.0	0.0	20.0	0.0	1.0
	Lorelei	1978		99.0	0.0	99.0	0.0	1.0
	cid	1985		46.0	3.0	43.0	0.06521739130434782	0.9347826086956522
	camas	1984		20.0	0.0	20.0	0.0	1.0
	hannis	1979		28.0	0.0	28.0	0.0	1.0
	brokig	1984		16.0	0.0	16.0	0.0	1.0
	J1983	1984		63.0	0.0	63.0	0.0	1.0
	Linaslus	1985		23.0	0.0	23.0	0.0	1.0
	honeydew	1986		11.0	0.0	11.0	0.0	1.0
	sandrafia	1984		16.0	0.0	16.0	0.0	1.0
	September2009	1982		19.0	0.0	19.0	0.0	1.0
	Tittij	1978		62.0	0.0	62.0	0.0	1.0
	Kary	1982		14.0	0.0	14.0	0.0	1.0
	Le petite moi	1979		49.0	2.0	47.0	0.04081632653061224	0.9591836734693877
	Linnéa777	1989		13.0	0.0	13.0	0.0	1.0
	Sofi 79	1980		17.0	0.0	17.0	0.0	1.0
	angeni	1988		81.0	3.0	78.0	0.037037037037037035	0.9629629629629629
	lillpuckot	1984		20.0	0.0	20.0	0.0	1.0
	Pallas	1974		141.0	1.0	140.0	0.0070921985815602835	0.9929078014184397
	Jonna79	1980		16.0	0.0	16.0	0.0	1.0
	Adoniram	1978		38.0	0.0	38.0	0.0	1.0
	mazquE	1990		10.0	0.0	10.0	0.0	1.0
	Lisa1977	1978		16.0	0.0	16.0	0.0	1.0
	Lappen	1987		17.0	0.0	17.0	0.0	1.0
	Lena	1980		75.0	2.0	73.0	0.02666666666666667	0.9733333333333334
	Lina86	1987		37.0	0.0	37.0	0.0	1.0
	hadhouda	1978		11.0	0.0	11.0	0.0	1.0
	SaraSahara	1980		12.0	0.0	12.0	0.0	1.0
	Loris	1988		91.0	5.0	86.0	0.054945054945054944	0.945054945054945
	mirrebusan	1985		64.0	1.0	63.0	0.015625	0.984375
	NorrVimpel	1973		49.0	0.0	49.0	0.0	1.0
	Snowsee	1986		25.0	0.0	25.0	0.0	1.0
	Babyfacepsycho	1986		10.0	2.0	8.0	0.2	0.8
	hemljuvahem	1986		30.0	1.0	29.0	0.03333333333333333	0.9666666666666667
	mandelblomma	1990		150.0	1.0	149.0	0.006666666666666667	0.9933333333333333
	Puchahontas	1975		13.0	0.0	13.0	0.0	1.0
	CeeJay	1973		162.0	3.0	159.0	0.018518518518518517	0.9814814814814815
	Dompans mamma	1983		38.0	1.0	37.0	0.02631578947368421	0.9736842105263158
	Engelvinge	1978		10.0	0.0	10.0	0.0	1.0
	God cares	1986		12.0	0.0	12.0	0.0	1.0
	soff82	1983		18.0	0.0	18.0	0.0	1.0
	BeccaStina	1987		64.0	0.0	64.0	0.0	1.0
	fröken	1977		47.0	0.0	47.0	0.0	1.0
	msmalin	1982		13.0	0.0	13.0	0.0	1.0
	astro	1978		42.0	0.0	42.0	0.0	1.0
	Calles matte	1979		48.0	0.0	48.0	0.0	1.0
	swiitii	1988		98.0	0.0	98.0	0.0	1.0
	Caroline08	1989		19.0	0.0	19.0	0.0	1.0
	jerseyko	1986		35.0	0.0	35.0	0.0	1.0
	Norea	1973		11.0	0.0	11.0	0.0	1.0
	castillo	1988		83.0	4.0	79.0	0.04819277108433735	0.9518072289156626
	Pepsikatten	1982		34.0	0.0	34.0	0.0	1.0
	Hedi	1966		173.0	10.0	163.0	0.057803468208092484	0.9421965317919075
	yodi	1980		80.0	0.0	80.0	0.0	1.0
	riboflavin	1985		16.0	0.0	16.0	0.0	1.0
	Lajkie	1987		71.0	0.0	71.0	0.0	1.0
	Beckah82	1983		297.0	3.0	294.0	0.010101010101010102	0.98989898989899
	MalinI	1979		51.0	0.0	51.0	0.0	1.0
	Fjärilen72	1988		12.0	0.0	12.0	0.0	1.0
	Rosdraken	1986		43.0	5.0	38.0	0.11627906976744186	0.8837209302325582
	challan82	1983		10.0	0.0	10.0	0.0	1.0
	Zinara	1980		19.0	0.0	19.0	0.0	1.0
	Elektra82	1983		14.0	1.0	13.0	0.07142857142857142	0.9285714285714286
	Astarte	1980		52.0	0.0	52.0	0.0	1.0
	muffin	1985		16.0	7.0	9.0	0.4375	0.5625
	Bohman	1986		134.0	1.0	133.0	0.007462686567164179	0.9925373134328358
	BängtRagnhild	1987		21.0	2.0	19.0	0.09523809523809523	0.9047619047619048
	Bumblebina	1978		72.0	0.0	72.0	0.0	1.0
	camave	1979		38.0	0.0	38.0	0.0	1.0
	pluvdo	1987		129.0	0.0	129.0	0.0	1.0
	lokisse	1961		120.0	0.0	120.0	0.0	1.0
	mariahammarberg	1981		31.0	1.0	30.0	0.03225806451612903	0.967741935483871
	Dilong	1963		19.0	0.0	19.0	0.0	1.0
	Pyris	1978		88.0	0.0	88.0	0.0	1.0
	trollprinsessan	1978		22.0	0.0	22.0	0.0	1.0
	Mopsan	1987		192.0	0.0	192.0	0.0	1.0
	Mar ia	1981		12.0	0.0	12.0	0.0	1.0
	Pinje	1972		44.0	0.0	44.0	0.0	1.0
	mandolin76	1975		12.0	0.0	12.0	0.0	1.0
	Chaktio	1977		165.0	1.0	164.0	0.006060606060606061	0.9939393939393939
	Egogirl	1981		16.0	0.0	16.0	0.0	1.0
	IdaN	1986		31.0	1.0	30.0	0.03225806451612903	0.967741935483871
	saltflingan	1990		367.0	1.0	366.0	0.0027247956403269754	0.997275204359673
	car	1975		74.0	0.0	74.0	0.0	1.0
	AW76	1977		143.0	1.0	142.0	0.006993006993006993	0.993006993006993
	Obsessed Feelings	1986		12.0	0.0	12.0	0.0	1.0
	Colisa	1981		28.0	0.0	28.0	0.0	1.0
	fjonkan	1989		11.0	0.0	11.0	0.0	1.0
	livet från ljusa sidan	1981		37.0	0.0	37.0	0.0	1.0
	J Anttila	1980		29.0	6.0	23.0	0.20689655172413793	0.7931034482758621
	SuzR	1982		67.0	0.0	67.0	0.0	1.0
	Alisa	1981		112.0	3.0	109.0	0.026785714285714284	0.9732142857142857
	babyboom86	1987		80.0	0.0	80.0	0.0	1.0
	Aniko	1976		32.0	0.0	32.0	0.0	1.0
	ajmaj	1975		39.0	0.0	39.0	0.0	1.0
	Atamon	1972		45.0	0.0	45.0	0.0	1.0
	Trolli	1985		17.0	1.0	16.0	0.058823529411764705	0.9411764705882353
	Anna83	1984		13.0	0.0	13.0	0.0	1.0
	Ummi07	1981		15.0	0.0	15.0	0.0	1.0
	Gravid 89	1990		60.0	1.0	59.0	0.016666666666666666	0.9833333333333333
	lillälva	1978		38.0	0.0	38.0	0.0	1.0
	Norrtjejjen	1983		13.0	0.0	13.0	0.0	1.0
	Tonci	1986		15.0	0.0	15.0	0.0	1.0
	TheCoopers	1976		33.0	0.0	33.0	0.0	1.0
	Bustrollen	1988		46.0	0.0	46.0	0.0	1.0
	spaceylisie	1984		26.0	0.0	26.0	0.0	1.0
	WhiteAngels	1980		67.0	3.0	64.0	0.04477611940298507	0.9552238805970149
	Matilda86	1987		19.0	1.0	18.0	0.05263157894736842	0.9473684210526315
	FruAnna	1984		27.0	0.0	27.0	0.0	1.0
	bubbelmaja	1978		74.0	0.0	74.0	0.0	1.0
	Okara	1973		17.0	0.0	17.0	0.0	1.0
	Strommingen	1987		35.0	0.0	35.0	0.0	1.0
	Spacekotten	1985		16.0	0.0	16.0	0.0	1.0
	Lurpa	1983		16.0	0.0	16.0	0.0	1.0
	ToK	1989		26.0	0.0	26.0	0.0	1.0
	anahabecc	1989		12.0	0.0	12.0	0.0	1.0
	Madelene0	1986		11.0	0.0	11.0	0.0	1.0
	janniahlholm	1991		101.0	0.0	101.0	0.0	1.0
	Lucia1987	1988		59.0	0.0	59.0	0.0	1.0
	Aaglars	1971		62.0	0.0	62.0	0.0	1.0
	Git	1978		67.0	0.0	67.0	0.0	1.0
	Buggster	1989		72.0	0.0	72.0	0.0	1.0
	Håll min hand	1987		18.0	0.0	18.0	0.0	1.0
	Jordgubbarmeglass	1987		13.0	0.0	13.0	0.0	1.0
	Digestive	1982		25.0	0.0	25.0	0.0	1.0
	Irma01	1978		13.0	0.0	13.0	0.0	1.0
	Nyfiken86	1987		46.0	0.0	46.0	0.0	1.0
	mirre67	1968		22.0	0.0	22.0	0.0	1.0
	lillasmilla	1988		34.0	0.0	34.0	0.0	1.0
	R3becca	1991		12.0	0.0	12.0	0.0	1.0
	rosenkind	1983		38.0	0.0	38.0	0.0	1.0
	fiddelin	1985		10.0	0.0	10.0	0.0	1.0
	Wednesday85	1986		73.0	0.0	73.0	0.0	1.0
	snartliverhorn	1979		20.0	0.0	20.0	0.0	1.0
	Jamieolivia	1983		25.0	1.0	24.0	0.04	0.96
	Betty Boop	1974		15.0	0.0	15.0	0.0	1.0
	Pebble	1982		14.0	0.0	14.0	0.0	1.0
