period	username	yob	agebin	total	v1abs	v2abs	v1rel	v2rel	agebin2
	Fleur	1976	3	1.0	0.0	1.0	0.0	1.0	5
	LadyLi	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Liona	1981	3	2.0	1.0	1.0	0.5	0.5	6
	esse	1982	3	1.0	0.0	1.0	0.0	1.0	6
	vanna	1986	4	1.0	0.0	1.0	0.0	1.0	7
	Kalle17	1971	2	1.0	1.0	0.0	1.0	0.0	4
	Med två små	1981	3	1.0	1.0	0.0	1.0	0.0	6
	Skahlmann	1966	2	7.0	0.0	7.0	0.0	1.0	3
	Tummelisa06	1980	3	1.0	0.0	1.0	0.0	1.0	6
	Tarzanina	1981	3	2.0	0.0	2.0	0.0	1.0	6
	Mrs Jen	1981	3	1.0	0.0	1.0	0.0	1.0	6
	lovemissen	1983	4	2.0	0.0	2.0	0.0	1.0	7
	StorFot	1978	3	1.0	0.0	1.0	0.0	1.0	6
	Madelene0	1986	4	2.0	1.0	1.0	0.5	0.5	7
	dorothea	1976	3	2.0	0.0	2.0	0.0	1.0	5
	Päronskrutt	1972	2	1.0	1.0	0.0	1.0	0.0	4
	annasara	1980	3	1.0	1.0	0.0	1.0	0.0	6
	Tindrande	1983	4	1.0	0.0	1.0	0.0	1.0	7
	TuvaLi	1978	3	7.0	0.0	7.0	0.0	1.0	6
	annvian	1980	3	1.0	0.0	1.0	0.0	1.0	6
	versus	1987	4	8.0	3.0	5.0	0.375	0.625	7
	MammaBecca	1982	3	3.0	1.0	2.0	0.3333333333333333	0.6666666666666666	6
	trasis	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Panthera leo	1976	3	1.0	0.0	1.0	0.0	1.0	5
	Hickupp	1961	1	1.0	1.0	0.0	1.0	0.0	3
	Syster C	1980	3	1.0	0.0	1.0	0.0	1.0	6
	Amy1983	1984	4	1.0	0.0	1.0	0.0	1.0	7
	JBC	1986	4	1.0	0.0	1.0	0.0	1.0	7
	ensam själ	1986	4	2.0	0.0	2.0	0.0	1.0	7
	Gravid 89	1990	4	1.0	1.0	0.0	1.0	0.0	8
	FrökenR	1989	4	2.0	0.0	2.0	0.0	1.0	8
	Mummyfied	1990	4	1.0	0.0	1.0	0.0	1.0	8
	Hillbillie	1964	2	2.0	0.0	2.0	0.0	1.0	3
	Jordgubbssmak	1968	2	4.0	1.0	3.0	0.25	0.75	4
	Freksta	1986	4	2.0	0.0	2.0	0.0	1.0	7
	Sally Bally	1986	4	1.0	0.0	1.0	0.0	1.0	7
	Hej hopp i blåbärsskogen	1985	4	2.0	0.0	2.0	0.0	1.0	7
	Habbi	1991	4	1.0	0.0	1.0	0.0	1.0	8
	Lilla Jag	1984	4	2.0	0.0	2.0	0.0	1.0	7
	ollebulle86	1987	4	2.0	0.0	2.0	0.0	1.0	7
	Dolphin Blue	1985	4	1.0	0.0	1.0	0.0	1.0	7
	challan82	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Calici	1981	3	1.0	0.0	1.0	0.0	1.0	6
	olympia71	1972	2	1.0	0.0	1.0	0.0	1.0	4
	Caab	1981	3	1.0	0.0	1.0	0.0	1.0	6
	vera79	1980	3	1.0	0.0	1.0	0.0	1.0	6
	S a C	1983	4	5.0	1.0	4.0	0.2	0.8	7
	MiaMaa	1981	3	1.0	1.0	0.0	1.0	0.0	6
	tokmonkan	1980	3	1.0	0.0	1.0	0.0	1.0	6
	Brodsmulan	1978	3	5.0	0.0	5.0	0.0	1.0	6
	Kyssen	1984	4	10.0	1.0	9.0	0.1	0.9	7
	Pjatt	1983	4	5.0	0.0	5.0	0.0	1.0	7
	Korkskruv	1989	4	4.0	1.0	3.0	0.25	0.75	8
	Jessys	1987	4	8.0	0.0	8.0	0.0	1.0	7
	Trollvinter	1984	4	2.0	0.0	2.0	0.0	1.0	7
	Alfalfafrö	1987	4	5.0	2.0	3.0	0.4	0.6	7
	linhall	1983	4	8.0	1.0	7.0	0.125	0.875	7
	Bellenellen09	1977	3	3.0	0.0	3.0	0.0	1.0	5
	jankie	1986	4	1.0	0.0	1.0	0.0	1.0	7
	7of9	1988	4	1.0	0.0	1.0	0.0	1.0	8
	Minja	1976	3	3.0	2.0	1.0	0.6666666666666666	0.3333333333333333	5
	Smurfan JM	1986	4	1.0	0.0	1.0	0.0	1.0	7
	Mondino	1968	2	3.0	3.0	0.0	1.0	0.0	4
	lire100	1974	3	5.0	0.0	5.0	0.0	1.0	5
	Cacan	1982	3	1.0	1.0	0.0	1.0	0.0	6
	trollprinsessan	1978	3	3.0	1.0	2.0	0.3333333333333333	0.6666666666666666	6
	tinaaaaaa	1987	4	1.0	0.0	1.0	0.0	1.0	7
	MrsMumrik	1980	3	2.0	2.0	0.0	1.0	0.0	6
	s89	1990	4	1.0	0.0	1.0	0.0	1.0	8
	maria8109	1982	3	7.0	1.0	6.0	0.14285714285714285	0.8571428571428571	6
	ingridlinnéa	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Siljelin	1979	3	3.0	0.0	3.0	0.0	1.0	6
	Heavy	1980	3	1.0	0.0	1.0	0.0	1.0	6
	Rallarros	1984	4	7.0	0.0	7.0	0.0	1.0	7
	Bal	1984	4	1.0	0.0	1.0	0.0	1.0	7
	lenabolin	1982	3	1.0	0.0	1.0	0.0	1.0	6
	qbtq	1985	4	2.0	0.0	2.0	0.0	1.0	7
	CamillaJ	1985	4	5.0	0.0	5.0	0.0	1.0	7
	Skruttis1979	1979	3	7.0	1.0	6.0	0.14285714285714285	0.8571428571428571	6
	LisaT	1987	4	2.0	0.0	2.0	0.0	1.0	7
	star67	1968	2	2.0	0.0	2.0	0.0	1.0	4
	marysoul	1988	4	2.0	0.0	2.0	0.0	1.0	8
	Kaja	1985	4	2.0	2.0	0.0	1.0	0.0	7
	nikki2006	1967	2	6.0	2.0	4.0	0.3333333333333333	0.6666666666666666	3
	LA Woman	1975	3	2.0	0.0	2.0	0.0	1.0	5
	Fröken Vit i Madickenhuset	1972	2	1.0	0.0	1.0	0.0	1.0	4
	Plly	1981	3	1.0	0.0	1.0	0.0	1.0	6
	ellenagnes	1974	3	1.0	0.0	1.0	0.0	1.0	5
	Malinsson84	1985	4	2.0	0.0	2.0	0.0	1.0	7
	Mrs B	1984	4	1.0	0.0	1.0	0.0	1.0	7
	Chiliräkan	1987	4	4.0	2.0	2.0	0.5	0.5	7
	Lindadjo	1978	3	4.0	1.0	3.0	0.25	0.75	6
	Tjillevippen	1981	3	3.0	3.0	0.0	1.0	0.0	6
	Rude Billy	1987	4	2.0	0.0	2.0	0.0	1.0	7
	Josefin L	1980	3	1.0	0.0	1.0	0.0	1.0	6
	Fangoria	1982	3	12.0	0.0	12.0	0.0	1.0	6
	KamJo	1985	4	1.0	0.0	1.0	0.0	1.0	7
	regnbågspappan	1989	4	2.0	0.0	2.0	0.0	1.0	8
	Cerulean	1980	3	2.0	0.0	2.0	0.0	1.0	6
	Gojtan	1976	3	1.0	0.0	1.0	0.0	1.0	5
	Dagsländan	1978	3	3.0	1.0	2.0	0.3333333333333333	0.6666666666666666	6
	JCA	1979	3	1.0	1.0	0.0	1.0	0.0	6
	Fiamedbarn	1971	2	2.0	0.0	2.0	0.0	1.0	4
	OoSOLINoO	1984	4	2.0	1.0	1.0	0.5	0.5	7
	SVEACOOL	1973	3	1.0	0.0	1.0	0.0	1.0	5
	pågmamman	1972	2	2.0	0.0	2.0	0.0	1.0	4
	Friiidaa	1986	4	1.0	1.0	0.0	1.0	0.0	7
	Lynn84	1985	4	1.0	0.0	1.0	0.0	1.0	7
	ratwoman	1977	3	3.0	1.0	2.0	0.3333333333333333	0.6666666666666666	5
	Mirkamu	1973	3	1.0	0.0	1.0	0.0	1.0	5
	aigee	1978	3	3.0	0.0	3.0	0.0	1.0	6
	Mamman09	1988	4	1.0	0.0	1.0	0.0	1.0	8
	chippan	1980	3	2.0	0.0	2.0	0.0	1.0	6
	EnormLängtan	1991	4	1.0	1.0	0.0	1.0	0.0	8
	PurJo	1983	4	4.0	3.0	1.0	0.75	0.25	7
	Mitti	1982	3	1.0	1.0	0.0	1.0	0.0	6
	Liv73	1974	3	3.0	0.0	3.0	0.0	1.0	5
	TezzyBump	1989	4	2.0	0.0	2.0	0.0	1.0	8
	james	1982	3	1.0	0.0	1.0	0.0	1.0	6
	40 plus	1978	3	1.0	1.0	0.0	1.0	0.0	6
	Moka	1986	4	2.0	0.0	2.0	0.0	1.0	7
	InHeaven	1988	4	2.0	1.0	1.0	0.5	0.5	8
	Lillja	1988	4	1.0	0.0	1.0	0.0	1.0	8
	RaketMorsan	1987	4	8.0	4.0	4.0	0.5	0.5	7
	Miss M V	1976	3	1.0	1.0	0.0	1.0	0.0	5
	litenlind	1980	3	3.0	0.0	3.0	0.0	1.0	6
	Lodjuret	1983	4	1.0	0.0	1.0	0.0	1.0	7
	lottizm	1985	4	14.0	0.0	14.0	0.0	1.0	7
	AllYours	1990	4	1.0	0.0	1.0	0.0	1.0	8
	gulleplutten	1981	3	1.0	0.0	1.0	0.0	1.0	6
	Sacajawea	1977	3	1.0	0.0	1.0	0.0	1.0	5
	Monica G E S	1955	1	2.0	1.0	1.0	0.5	0.5	2
	Tussa76	1977	3	2.0	0.0	2.0	0.0	1.0	5
	apelsinblomma	1991	4	1.0	0.0	1.0	0.0	1.0	8
	angiee	1975	3	10.0	1.0	9.0	0.1	0.9	5
	Kleopatra II	1971	2	2.0	0.0	2.0	0.0	1.0	4
	Mamma till Lilla A	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Pinglan73	1974	3	4.0	0.0	4.0	0.0	1.0	5
	helena1981	1982	3	3.0	1.0	2.0	0.3333333333333333	0.6666666666666666	6
	FruAnna	1984	4	1.0	0.0	1.0	0.0	1.0	7
	Leeluu	1979	3	1.0	0.0	1.0	0.0	1.0	6
	Miffy	1982	3	6.0	0.0	6.0	0.0	1.0	6
	Mumsi	1980	3	5.0	0.0	5.0	0.0	1.0	6
	Emeliee	1981	3	1.0	0.0	1.0	0.0	1.0	6
	jazzy	1987	4	4.0	0.0	4.0	0.0	1.0	7
	NilleMilleTjejen	1975	3	1.0	1.0	0.0	1.0	0.0	5
	majsan2	1981	3	3.0	0.0	3.0	0.0	1.0	6
	Fama123	1974	3	1.0	0.0	1.0	0.0	1.0	5
	Anna X	1978	3	3.0	2.0	1.0	0.6666666666666666	0.3333333333333333	6
	Rainbow	1976	3	6.0	2.0	4.0	0.3333333333333333	0.6666666666666666	5
	SusiSue	1978	3	3.0	1.0	2.0	0.3333333333333333	0.6666666666666666	6
	sommar78	1979	3	1.0	0.0	1.0	0.0	1.0	6
	mini77	1978	3	3.0	0.0	3.0	0.0	1.0	6
	Solrosen82	1983	4	2.0	0.0	2.0	0.0	1.0	7
	katt tass	1981	3	1.0	0.0	1.0	0.0	1.0	6
	Fantastic 4	1978	3	9.0	6.0	3.0	0.6666666666666666	0.3333333333333333	6
	livisen	1986	4	1.0	0.0	1.0	0.0	1.0	7
	JosefinsMamma	1975	3	1.0	0.0	1.0	0.0	1.0	5
	palmrosi	1985	4	1.0	0.0	1.0	0.0	1.0	7
	MissB	1983	4	2.0	1.0	1.0	0.5	0.5	7
	myran78	1979	3	2.0	1.0	1.0	0.5	0.5	6
	Vickyb	1985	4	2.0	0.0	2.0	0.0	1.0	7
	Catja3	1982	3	3.0	1.0	2.0	0.3333333333333333	0.6666666666666666	6
	Elin hogberg	1988	4	1.0	1.0	0.0	1.0	0.0	8
	LindaPalm	1984	4	1.0	0.0	1.0	0.0	1.0	7
	Mrs Flink	1981	3	1.0	0.0	1.0	0.0	1.0	6
	Jwa	1955	1	1.0	0.0	1.0	0.0	1.0	2
	Elidasofie	1985	4	1.0	0.0	1.0	0.0	1.0	7
	Mirali	1989	4	6.0	3.0	3.0	0.5	0.5	8
	Kerstin	1985	4	6.0	2.0	4.0	0.3333333333333333	0.6666666666666666	7
	nemosmamma	1976	3	2.0	1.0	1.0	0.5	0.5	5
	mrseriksson	1976	3	1.0	0.0	1.0	0.0	1.0	5
	RaggarJesa	1987	4	1.0	0.0	1.0	0.0	1.0	7
	Skrutthumlan	1978	3	1.0	1.0	0.0	1.0	0.0	6
	stress	1971	2	1.0	0.0	1.0	0.0	1.0	4
	Wilmisen	1986	4	4.0	1.0	3.0	0.25	0.75	7
	Lugnistormen	1981	3	1.0	0.0	1.0	0.0	1.0	6
	Indra78	1979	3	1.0	0.0	1.0	0.0	1.0	6
	lillAa	1986	4	1.0	0.0	1.0	0.0	1.0	7
	leyley	1982	3	4.0	0.0	4.0	0.0	1.0	6
	Nygge	1978	3	3.0	0.0	3.0	0.0	1.0	6
	Tuttie	1981	3	2.0	0.0	2.0	0.0	1.0	6
	islandgirl	1971	2	2.0	0.0	2.0	0.0	1.0	4
	anna gottegris	1980	3	3.0	0.0	3.0	0.0	1.0	6
	sara1981	1982	3	2.0	1.0	1.0	0.5	0.5	6
	lillasysteryster	1981	3	5.0	0.0	5.0	0.0	1.0	6
	Mamma33	1979	3	1.0	0.0	1.0	0.0	1.0	6
	nyinflyttad	1978	3	2.0	0.0	2.0	0.0	1.0	6
	okt76	1977	3	2.0	0.0	2.0	0.0	1.0	5
	Lilla Lila	1977	3	1.0	0.0	1.0	0.0	1.0	5
	foodji	1977	3	1.0	0.0	1.0	0.0	1.0	5
	Pejo	1967	2	1.0	0.0	1.0	0.0	1.0	3
	MommysLittleMonster	1981	3	3.0	0.0	3.0	0.0	1.0	6
	dahrma74	1975	3	1.0	0.0	1.0	0.0	1.0	5
	zuzzan	1984	4	1.0	0.0	1.0	0.0	1.0	7
	Skräpis	1976	3	1.0	0.0	1.0	0.0	1.0	5
	Gumbo	1962	1	1.0	1.0	0.0	1.0	0.0	3
	Niccipicci	1976	3	4.0	0.0	4.0	0.0	1.0	5
	ceciliaL	1984	4	1.0	0.0	1.0	0.0	1.0	7
	Cynric	1986	4	7.0	0.0	7.0	0.0	1.0	7
	Bowmore	1971	2	4.0	4.0	0.0	1.0	0.0	4
	Lucie	1978	3	9.0	0.0	9.0	0.0	1.0	6
	texel	1971	2	1.0	1.0	0.0	1.0	0.0	4
	iAnnaMaria	1988	4	1.0	0.0	1.0	0.0	1.0	8
	chazbo	1979	3	2.0	1.0	1.0	0.5	0.5	6
	SA25	1984	4	6.0	2.0	4.0	0.3333333333333333	0.6666666666666666	7
	pinglan77	1978	3	1.0	0.0	1.0	0.0	1.0	6
	Baypower	1977	3	18.0	0.0	18.0	0.0	1.0	5
	MissHellen	1984	4	8.0	1.0	7.0	0.125	0.875	7
	Once	1982	3	2.0	0.0	2.0	0.0	1.0	6
	skanka	1978	3	2.0	0.0	2.0	0.0	1.0	6
	emmah83	1984	4	2.0	0.0	2.0	0.0	1.0	7
	asa1018	1980	3	1.0	0.0	1.0	0.0	1.0	6
	Malinx	1973	3	1.0	0.0	1.0	0.0	1.0	5
	kath	1977	3	1.0	1.0	0.0	1.0	0.0	5
	annawall	1976	3	1.0	0.0	1.0	0.0	1.0	5
	MariaJuj	1983	4	4.0	0.0	4.0	0.0	1.0	7
	meanwhile	1986	4	1.0	0.0	1.0	0.0	1.0	7
	h77	1978	3	1.0	0.0	1.0	0.0	1.0	6
	proppen100	1980	3	1.0	0.0	1.0	0.0	1.0	6
	Airona	1983	4	1.0	0.0	1.0	0.0	1.0	7
	jerseyko	1986	4	1.0	0.0	1.0	0.0	1.0	7
	jannovich	1982	3	3.0	0.0	3.0	0.0	1.0	6
	Scilia	1980	3	2.0	0.0	2.0	0.0	1.0	6
	rattle and hum	1979	3	2.0	0.0	2.0	0.0	1.0	6
	lillkrabaten	1986	4	1.0	1.0	0.0	1.0	0.0	7
	bakabakalitenkaka	1979	3	3.0	2.0	1.0	0.6666666666666666	0.3333333333333333	6
	Ida Maria	1981	3	1.0	1.0	0.0	1.0	0.0	6
	MiniStumpan	1983	4	1.0	0.0	1.0	0.0	1.0	7
	jossa8	1981	3	2.0	0.0	2.0	0.0	1.0	6
	Sarah82	1983	4	2.0	0.0	2.0	0.0	1.0	7
	Matilda86	1987	4	1.0	1.0	0.0	1.0	0.0	7
	DianaT	1986	4	2.0	0.0	2.0	0.0	1.0	7
	November2007	1984	4	1.0	0.0	1.0	0.0	1.0	7
	MG1981	1982	3	2.0	0.0	2.0	0.0	1.0	6
	Talossa	1987	4	4.0	0.0	4.0	0.0	1.0	7
	Ida o Olivia	1982	3	4.0	0.0	4.0	0.0	1.0	6
	mini07	1976	3	1.0	0.0	1.0	0.0	1.0	5
	sofiedellholm	1982	3	1.0	0.0	1.0	0.0	1.0	6
	UmeåElin	1982	3	1.0	0.0	1.0	0.0	1.0	6
	Jimps	1981	3	14.0	1.0	13.0	0.07142857142857142	0.9285714285714286	6
	smc	1981	3	2.0	1.0	1.0	0.5	0.5	6
	Neija	1987	4	1.0	0.0	1.0	0.0	1.0	7
	sandy sandy	1985	4	1.0	0.0	1.0	0.0	1.0	7
	GöteborgsTösen	1984	4	2.0	0.0	2.0	0.0	1.0	7
	Kristin85	1986	4	6.0	0.0	6.0	0.0	1.0	7
	korvmedbröd	1988	4	12.0	2.0	10.0	0.16666666666666666	0.8333333333333334	8
	Cat lover	1971	2	1.0	1.0	0.0	1.0	0.0	4
	siren	1989	4	4.0	0.0	4.0	0.0	1.0	8
	Limja	1975	3	1.0	0.0	1.0	0.0	1.0	5
	ZezzA80	1981	3	2.0	0.0	2.0	0.0	1.0	6
	Snöbarn	1985	4	1.0	0.0	1.0	0.0	1.0	7
	mjukisb	1980	3	1.0	0.0	1.0	0.0	1.0	6
	Sandra Forslund	1984	4	4.0	0.0	4.0	0.0	1.0	7
	Ellani	1983	4	5.0	0.0	5.0	0.0	1.0	7
	Dudda	1978	3	1.0	0.0	1.0	0.0	1.0	6
	timoteja00	1983	4	16.0	0.0	16.0	0.0	1.0	7
	Sofi 79	1980	3	1.0	1.0	0.0	1.0	0.0	6
	Nellie81	1982	3	1.0	0.0	1.0	0.0	1.0	6
	ingra	1975	3	1.0	0.0	1.0	0.0	1.0	5
	soffan86	1987	4	1.0	0.0	1.0	0.0	1.0	7
	Lappen	1987	4	1.0	1.0	0.0	1.0	0.0	7
	NEAN	1989	4	1.0	0.0	1.0	0.0	1.0	8
	Zoolie	1971	2	1.0	0.0	1.0	0.0	1.0	4
	LadyMa	1986	4	1.0	1.0	0.0	1.0	0.0	7
	Cattizzz83	1984	4	2.0	0.0	2.0	0.0	1.0	7
	Ausi79	1980	3	3.0	0.0	3.0	0.0	1.0	6
	liebespuppe	1986	4	1.0	0.0	1.0	0.0	1.0	7
	AKT83	1984	4	2.0	1.0	1.0	0.5	0.5	7
	Helena85	1986	4	1.0	0.0	1.0	0.0	1.0	7
	lillzan	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Chick	1988	4	1.0	0.0	1.0	0.0	1.0	8
	Princepesa	1974	3	4.0	1.0	3.0	0.25	0.75	5
	pamsa	1981	3	3.0	0.0	3.0	0.0	1.0	6
	MammaAlex	1984	4	1.0	0.0	1.0	0.0	1.0	7
	Beetle	1981	3	2.0	0.0	2.0	0.0	1.0	6
	Jojo 85	1986	4	5.0	0.0	5.0	0.0	1.0	7
	AlexandersMamma	1991	4	5.0	0.0	5.0	0.0	1.0	8
	HallWall	1977	3	2.0	0.0	2.0	0.0	1.0	5
	Lakrids	1977	3	3.0	0.0	3.0	0.0	1.0	5
	soryd	1981	3	2.0	0.0	2.0	0.0	1.0	6
	bebisjakt	1987	4	1.0	0.0	1.0	0.0	1.0	7
	Semlan10	1973	3	7.0	1.0	6.0	0.14285714285714285	0.8571428571428571	5
	Nanook	1983	4	1.0	0.0	1.0	0.0	1.0	7
	Saga 79	1980	3	1.0	0.0	1.0	0.0	1.0	6
	MrsCD	1981	3	1.0	0.0	1.0	0.0	1.0	6
	CA81	1982	3	1.0	1.0	0.0	1.0	0.0	6
	Cillizan	1986	4	3.0	0.0	3.0	0.0	1.0	7
	bily	1987	4	1.0	0.0	1.0	0.0	1.0	7
	EowynAurora	1984	4	1.0	0.0	1.0	0.0	1.0	7
	Althea	1975	3	2.0	0.0	2.0	0.0	1.0	5
	Lovi	1981	3	1.0	0.0	1.0	0.0	1.0	6
	mammahaj	1989	4	1.0	0.0	1.0	0.0	1.0	8
	Purelyplatonic	1980	3	3.0	1.0	2.0	0.3333333333333333	0.6666666666666666	6
	Angelicious	1984	4	1.0	0.0	1.0	0.0	1.0	7
