period	username	yob	agebin	total	v1abs	v2abs	v1rel	v2rel
	Ninnie	1980		6.0	0.0	6.0	0.0	1.0
	Sally	1974		2.0	0.0	2.0	0.0	1.0
	gottelina	1974		1.0	0.0	1.0	0.0	1.0
	Solkattan	1976		10.0	0.0	10.0	0.0	1.0
	Linnis	1987		1.0	0.0	1.0	0.0	1.0
	Crollan	1968		1.0	0.0	1.0	0.0	1.0
	Vildrosen	1971		4.0	0.0	4.0	0.0	1.0
	Iorlover	1969		3.0	0.0	3.0	0.0	1.0
	JAG är BÄST	1973		30.0	2.0	28.0	0.06666666666666667	0.9333333333333333
	Camarogirl	1971		4.0	0.0	4.0	0.0	1.0
	junimagi	1982		5.0	0.0	5.0	0.0	1.0
	Jennie med ie	1976		19.0	0.0	19.0	0.0	1.0
	hymafr	1965		16.0	1.0	15.0	0.0625	0.9375
	Madame Mom	1974		6.0	0.0	6.0	0.0	1.0
	KevinsMamma83	1984		1.0	0.0	1.0	0.0	1.0
	orpan	1982		8.0	0.0	8.0	0.0	1.0
	dicny	1980		2.0	0.0	2.0	0.0	1.0
	Mashenjka	1973		2.0	0.0	2.0	0.0	1.0
	TeZs	1987		8.0	0.0	8.0	0.0	1.0
	Dompans mamma	1983		4.0	0.0	4.0	0.0	1.0
	idiblon	1982		22.0	0.0	22.0	0.0	1.0
	Urpan	1981		1.0	0.0	1.0	0.0	1.0
	Hoppfull84	1985		11.0	0.0	11.0	0.0	1.0
	LeaveMeAlone	1984		9.0	0.0	9.0	0.0	1.0
	EmmAhh	1987		9.0	0.0	9.0	0.0	1.0
	Lena	1980		6.0	0.0	6.0	0.0	1.0
	Freksta	1986		2.0	0.0	2.0	0.0	1.0
	villa villekulla	1984		2.0	0.0	2.0	0.0	1.0
	Joona	1978		1.0	0.0	1.0	0.0	1.0
	Mia386	1989		16.0	1.0	15.0	0.0625	0.9375
	RiNan	1984		6.0	0.0	6.0	0.0	1.0
	Trojan Rudeboy	1981		1.0	0.0	1.0	0.0	1.0
	hally	1986		7.0	0.0	7.0	0.0	1.0
	Lisa1976	1977		3.0	1.0	2.0	0.3333333333333333	0.6666666666666666
	Annamaja	1981		2.0	0.0	2.0	0.0	1.0
	Dolliver	1980		3.0	0.0	3.0	0.0	1.0
	CoolJen	1980		9.0	1.0	8.0	0.1111111111111111	0.8888888888888888
	Anova	1979		11.0	0.0	11.0	0.0	1.0
	Smilla	1982		2.0	0.0	2.0	0.0	1.0
	Bubblan84	1971		7.0	0.0	7.0	0.0	1.0
	linhol	1981		1.0	0.0	1.0	0.0	1.0
	FL Lisa	1983		4.0	0.0	4.0	0.0	1.0
	Malo	1982		3.0	0.0	3.0	0.0	1.0
