period	username	yob	agebin	total	v1abs	v2abs	v1rel	v2rel
	wilma123	1975		1.0	1.0	0.0	1.0	0.0
	Mara	1974		2.0	2.0	0.0	1.0	0.0
	Diwa	1974		9.0	0.0	9.0	0.0	1.0
	Emeli	1954		4.0	2.0	2.0	0.5	0.5
	JAG är BÄST	1973		29.0	1.0	28.0	0.034482758620689655	0.9655172413793104
	Jola	1977		1.0	0.0	1.0	0.0	1.0
	Camarogirl	1971		4.0	0.0	4.0	0.0	1.0
	mamma smurfen	1974		3.0	0.0	3.0	0.0	1.0
	hymafr	1965		21.0	7.0	14.0	0.3333333333333333	0.6666666666666666
	Jennie med ie	1976		17.0	1.0	16.0	0.058823529411764705	0.9411764705882353
	FridaBjoerk	1992		4.0	1.0	3.0	0.25	0.75
	Um muhammed	1984		2.0	1.0	1.0	0.5	0.5
	Linaek	1964		10.0	3.0	7.0	0.3	0.7
	Jess87	1988		2.0	0.0	2.0	0.0	1.0
	Pallas	1974		25.0	0.0	25.0	0.0	1.0
	antitanten	1955		6.0	2.0	4.0	0.3333333333333333	0.6666666666666666
	Johannapanna87	1988		1.0	1.0	0.0	1.0	0.0
	TheFamily	1980		5.0	0.0	5.0	0.0	1.0
	ModestyB	1982		6.0	0.0	6.0	0.0	1.0
	Panope	1980		1.0	0.0	1.0	0.0	1.0
	mirre67	1968		10.0	3.0	7.0	0.3	0.7
	WhiteAngels	1980		21.0	2.0	19.0	0.09523809523809523	0.9047619047619048
	Ripper500	1984		1.0	0.0	1.0	0.0	1.0
	Egogirl	1981		7.0	3.0	4.0	0.42857142857142855	0.5714285714285714
	gosmamman	1983		11.0	6.0	5.0	0.5454545454545454	0.45454545454545453
	cherryblossom	1983		1.0	1.0	0.0	1.0	0.0
	83an	1984		3.0	0.0	3.0	0.0	1.0
	StaffenAssar	1983		14.0	0.0	14.0	0.0	1.0
	Lippans	1979		3.0	0.0	3.0	0.0	1.0
	LillaEllan	1987		3.0	0.0	3.0	0.0	1.0
	lokisse	1961		43.0	29.0	14.0	0.6744186046511628	0.32558139534883723
	Lisa1976	1977		3.0	2.0	1.0	0.6666666666666666	0.3333333333333333
	Betty Boop	1974		1.0	0.0	1.0	0.0	1.0
	Chipotle	1980		3.0	0.0	3.0	0.0	1.0
	Suzycreamcheese	1976		2.0	0.0	2.0	0.0	1.0
	Vinterbarnet	1983		3.0	1.0	2.0	0.3333333333333333	0.6666666666666666
	TheOnlyOne	1979		1.0	0.0	1.0	0.0	1.0
	Kickiliisa	1978		2.0	0.0	2.0	0.0	1.0
	mammasgullar	1990		10.0	0.0	10.0	0.0	1.0
	Jenny28	1976		16.0	1.0	15.0	0.0625	0.9375
	Eaive	1984		1.0	0.0	1.0	0.0	1.0
	luzorsus	1978		4.0	0.0	4.0	0.0	1.0
	fjollan	1989		2.0	0.0	2.0	0.0	1.0
	CeeJay	1973		6.0	1.0	5.0	0.16666666666666666	0.8333333333333334
	MalinI	1979		8.0	1.0	7.0	0.125	0.875
	Butterscotch	1975		7.0	2.0	5.0	0.2857142857142857	0.7142857142857143
	Azusephre	1988		14.0	0.0	14.0	0.0	1.0
	mamita64	1965		26.0	4.0	22.0	0.15384615384615385	0.8461538461538461
	Eled	1990		1.0	0.0	1.0	0.0	1.0
	GashH	1987		3.0	0.0	3.0	0.0	1.0
	PeMa	1983		2.0	0.0	2.0	0.0	1.0
	Fru Anna	1972		1.0	1.0	0.0	1.0	0.0
	LaFontaine	1985		10.0	0.0	10.0	0.0	1.0
	pumpkinpie	1984		4.0	2.0	2.0	0.5	0.5
	pingstlilja	1976		2.0	1.0	1.0	0.5	0.5
	NorrVimpel	1973		5.0	1.0	4.0	0.2	0.8
	janniahlholm	1991		7.0	0.0	7.0	0.0	1.0
	Mor till Ella	1984		1.0	0.0	1.0	0.0	1.0
	Pumpkin	1985		5.0	0.0	5.0	0.0	1.0
	Gladhannapanna	1972		24.0	2.0	22.0	0.08333333333333333	0.9166666666666666
	Jonna79	1980		2.0	0.0	2.0	0.0	1.0
	Miss Cee	1981		49.0	10.0	39.0	0.20408163265306123	0.7959183673469388
	hemljuvahem	1986		4.0	2.0	2.0	0.5	0.5
	lotties	1979		1.0	0.0	1.0	0.0	1.0
	giftgrodan	1980		7.0	3.0	4.0	0.42857142857142855	0.5714285714285714
	Kyanita	1974		26.0	3.0	23.0	0.11538461538461539	0.8846153846153846
	Zezana	1980		13.0	0.0	13.0	0.0	1.0
	Örnie	1963		7.0	1.0	6.0	0.14285714285714285	0.8571428571428571
	TigerLinn	1986		4.0	0.0	4.0	0.0	1.0
	Astarte	1980		12.0	1.0	11.0	0.08333333333333333	0.9166666666666666
	Mornie Alantie	1987		18.0	0.0	18.0	0.0	1.0
	BertaFilippa Krattkquist	1986		2.0	0.0	2.0	0.0	1.0
	brokig	1984		1.0	0.0	1.0	0.0	1.0
	Alfonsina	1978		8.0	3.0	5.0	0.375	0.625
	idiblon	1982		26.0	0.0	26.0	0.0	1.0
	delifi2	1975		11.0	1.0	10.0	0.09090909090909091	0.9090909090909091
	linas fina	1984		4.0	0.0	4.0	0.0	1.0
	bitte67	1968		7.0	2.0	5.0	0.2857142857142857	0.7142857142857143
	Dramatic Chipmunk	1987		3.0	1.0	2.0	0.3333333333333333	0.6666666666666666
	Sadie	1984		8.0	1.0	7.0	0.125	0.875
	BeccaStina	1987		8.0	0.0	8.0	0.0	1.0
	Lillatroll	1974		7.0	2.0	5.0	0.2857142857142857	0.7142857142857143
