period	username	yob	agebin	total	v1abs	v2abs	v1rel	v2rel
	Emeli	1954		61.0	0.0	61.0	0.0	1.0
	inga76	1977		20.0	0.0	20.0	0.0	1.0
	Mara	1974		22.0	0.0	22.0	0.0	1.0
	Ninnie	1980		11.0	0.0	11.0	0.0	1.0
	Camarogirl	1971		17.0	0.0	17.0	0.0	1.0
	Tjillevippen	1981		29.0	0.0	29.0	0.0	1.0
	Jola	1977		11.0	0.0	11.0	0.0	1.0
	modestyclara	1979		71.0	0.0	71.0	0.0	1.0
	bigmomma	1978		15.0	0.0	15.0	0.0	1.0
	Jennie med ie	1976		123.0	0.0	123.0	0.0	1.0
	Kajsala	1961		32.0	0.0	32.0	0.0	1.0
	Livshlädje	1974		29.0	0.0	29.0	0.0	1.0
	Ennna	1980		10.0	0.0	10.0	0.0	1.0
	EmmaOh	1980		18.0	0.0	18.0	0.0	1.0
	JAG är BÄST	1973		66.0	0.0	66.0	0.0	1.0
	MissLillan	1961		20.0	0.0	20.0	0.0	1.0
	stormfågel	1980		23.0	0.0	23.0	0.0	1.0
	hymafr	1965		90.0	0.0	90.0	0.0	1.0
	Butterscotch	1975		111.0	0.0	111.0	0.0	1.0
	felicityporter	1986		13.0	0.0	13.0	0.0	1.0
	yodi	1980		52.0	0.0	52.0	0.0	1.0
	idiblon	1982		70.0	0.0	70.0	0.0	1.0
	PetraMunchen	1972		25.0	0.0	25.0	0.0	1.0
	Madame Mom	1974		15.0	0.0	15.0	0.0	1.0
	Lavish	1986		129.0	0.0	129.0	0.0	1.0
	ModestyB	1982		35.0	0.0	35.0	0.0	1.0
	83an	1984		18.0	0.0	18.0	0.0	1.0
	Astarte	1980		38.0	0.0	38.0	0.0	1.0
	NadiaMi	1975		554.0	0.0	554.0	0.0	1.0
	Hallonmumsan	1987		16.0	0.0	16.0	0.0	1.0
	Vildblomman	1985		10.0	0.0	10.0	0.0	1.0
	Fridapida	1982		34.0	0.0	34.0	0.0	1.0
	Lyxmamma	1973		12.0	0.0	12.0	0.0	1.0
	Dilong	1963		22.0	0.0	22.0	0.0	1.0
	Liona	1981		15.0	0.0	15.0	0.0	1.0
	Vintervacker	1980		15.0	0.0	15.0	0.0	1.0
	Mondino	1968		45.0	0.0	45.0	0.0	1.0
	CeeJay	1973		142.0	0.0	142.0	0.0	1.0
	april79	1980		15.0	0.0	15.0	0.0	1.0
	fru smurf	1979		29.0	0.0	29.0	0.0	1.0
	lillälva	1978		14.0	0.0	14.0	0.0	1.0
	MajaMaria79	1980		30.0	0.0	30.0	0.0	1.0
	Fresa78	1979		14.0	0.0	14.0	0.0	1.0
	Liten måne	1984		30.0	0.0	30.0	0.0	1.0
	lillasmilla	1988		24.0	0.0	24.0	0.0	1.0
	MalinI	1979		12.0	0.0	12.0	0.0	1.0
	hally	1986		19.0	0.0	19.0	0.0	1.0
	Sashimi	1976		22.0	1.0	21.0	0.045454545454545456	0.9545454545454546
	Dynamic	1980		14.0	0.0	14.0	0.0	1.0
	Horst	1976		15.0	0.0	15.0	0.0	1.0
	Digestive	1982		30.0	0.0	30.0	0.0	1.0
	Gyllan	1985		18.0	0.0	18.0	0.0	1.0
	mammaannika	1987		14.0	0.0	14.0	0.0	1.0
	InHeaven	1988		24.0	0.0	24.0	0.0	1.0
	LaFontaine	1985		29.0	0.0	29.0	0.0	1.0
	Rae	1975		12.0	0.0	12.0	0.0	1.0
	TheStar	1977		16.0	0.0	16.0	0.0	1.0
	Rocktroll	1985		14.0	0.0	14.0	0.0	1.0
	EmmAhh	1987		22.0	0.0	22.0	0.0	1.0
	Pochahontas	1974		47.0	0.0	47.0	0.0	1.0
	giftgrodan	1980		21.0	0.0	21.0	0.0	1.0
	lokisse	1961		219.0	0.0	219.0	0.0	1.0
	Beetle	1981		14.0	0.0	14.0	0.0	1.0
	passau	1977		23.0	0.0	23.0	0.0	1.0
	KickanAnnika	1975		13.0	0.0	13.0	0.0	1.0
	SuzR	1982		22.0	0.0	22.0	0.0	1.0
	Lilaa	1982		12.0	0.0	12.0	0.0	1.0
	mariahammarberg	1981		32.0	0.0	32.0	0.0	1.0
	Eleni	1986		14.0	0.0	14.0	0.0	1.0
	Lima80	1981		17.0	0.0	17.0	0.0	1.0
