bli	0.37733887733887733	1924.0
vara	0.3715545755237045	1814.0
få	0.2954375467464473	1337.0
fortsätta	0.3130630630630631	888.0
kunna	0.3859375	640.0
ta	0.29802955665024633	812.0
ha	0.3188010899182561	734.0
gå	0.3045267489711934	729.0
göra	0.3442340791738382	581.0
finnas	0.3034934497816594	458.0
behöva	0.36666666666666664	300.0
ske	0.25671641791044775	335.0
se	0.2664576802507837	319.0
hålla	0.2610062893081761	318.0
påverka	0.28820960698689957	229.0
innebära	0.4049079754601227	163.0
leda	0.2876712328767123	219.0
ge	0.28125	224.0
hända	0.3229166666666667	192.0
pågå	0.2336065573770492	244.0
ligga	0.30434782608695654	184.0
hållas	0.2084942084942085	259.0
stå	0.27011494252873564	174.0
öka	0.2073732718894009	217.0
komma	0.2953020134228188	149.0
jobba	0.3208955223880597	134.0
börja	0.37168141592920356	113.0
kosta	0.19902912621359223	206.0
tas	0.2483221476510067	149.0
dröja	0.3425925925925926	108.0
åka	0.47297297297297297	74.0
spela	0.3113207547169811	106.0
följa	0.2540983606557377	122.0
hamna	0.35802469135802467	81.0
lämna	0.20149253731343283	134.0
överklaga	0.1925925925925926	135.0
sluta	0.33766233766233766	77.0
försöka	0.32051282051282054	78.0
äga	0.4444444444444444	54.0
påverkas	0.20512820512820512	117.0
krävas	0.3287671232876712	73.0
delta	0.17518248175182483	137.0
byggas	0.23300970873786409	103.0
ställa	0.26136363636363635	88.0
möta	0.39655172413793105	58.0
göras	0.16312056737588654	141.0
arbeta	0.2072072072072072	111.0
klara	0.275	80.0
slå	0.2876712328767123	73.0
hjälpa	0.30434782608695654	69.0
genomföra	0.22826086956521738	92.0
titta	0.2898550724637681	69.0
hinna	0.7407407407407407	27.0
fungera	0.28169014084507044	71.0
skriva	0.4318181818181818	44.0
genomföras	0.152	125.0
dra	0.3392857142857143	56.0
användas	0.20212765957446807	94.0
vinna	0.2608695652173913	69.0
vilja	0.4186046511627907	43.0
tävla	0.45	40.0
stanna	0.24	75.0
spelas	0.3	60.0
lägga	0.24	75.0
bidra	0.2535211267605634	71.0
behövas	0.2465753424657534	73.0
sitta	0.2	85.0
låta	0.38636363636363635	44.0
föras	0.3617021276595745	47.0
driva	0.3617021276595745	47.0
bärgas	0.3148148148148148	54.0
sakna	0.2962962962962963	54.0
rösta	0.23529411764705882	68.0
gälla	0.22535211267605634	71.0
försvinna	0.2318840579710145	69.0
visa	0.2830188679245283	53.0
utreda	0.20833333333333334	72.0
tvingas	0.39473684210526316	38.0
skapa	0.3409090909090909	44.0
märka	0.39473684210526316	38.0
köra	0.25	60.0
kräva	0.24193548387096775	62.0
hitta	0.3409090909090909	44.0
förhöras	0.16304347826086957	92.0
handla	0.175	80.0
bestå	0.2692307692307692	52.0
yrka	0.28888888888888886	45.0
ställas	0.19402985074626866	67.0
starta	0.19696969696969696	66.0
minska	0.1780821917808219	73.0
läggas	0.18840579710144928	69.0
drabbas	0.2	65.0
begära	0.2653061224489796	49.0
söka	0.23529411764705882	51.0
synas	0.34285714285714286	35.0
minnas	0.3333333333333333	36.0
kännas	0.36363636363636365	33.0
införas	0.3333333333333333	36.0
föra	0.4	30.0
erbjuda	0.3157894736842105	38.0
betyda	0.2857142857142857	42.0
betala	0.24489795918367346	49.0
ändras	0.4230769230769231	26.0
sätta	0.19642857142857142	56.0
stängas	0.19642857142857142	56.0
rulla	0.5789473684210527	19.0
prata	0.28205128205128205	39.0
placeras	0.22916666666666666	48.0
passa	0.4074074074074074	27.0
lösa	0.2682926829268293	41.0
lyckas	0.2391304347826087	46.0
