variablevariable	cohort1	cohort2	cohort3	cohort4	cohort5	cohort6	cohort7	cohort8	mean
fortsätta	0.04462205017116533	0.010245136296348156	0.017914684809508974	0.021987075342652318	0.009466758209667803	0.015372587371689894	0.007117966740333381	0.037038108160622585	0.020470545887748555
försöka	0.012565082126126503	0.008562967722471337	0.011380359012746033	0.0015592424892781898	0.002180469016675235	0.005140761805503269	0.007087388761207403	0.01392264909663643	0.00779986500383055
glömma	0.03188258112197462	0.014391374546720015	0.009479040152299278	0.0022958476047474363	0.00029579016830205695	0.0021084904031551943	0.0027282153690085797	0.011858937838628236	0.009380034650604427
komma	0.01544737902582749	0.005719993766327924	0.002849897781165567	0.002792335763644127	0.007709039927599637	0.002920741340427524	0.004956230838791376	0.016101408899609204	0.007312128417924106
planera	0.009499247114140852	0.0051681049033222015	0.006322830896511852	0.004674565770843367	0.00788445371059579	0.011102219400752442	0.005540735441720651	0.00622514905003161	0.007052163285989846
riskera	0.02960080515352593	0.005818552942444669	0.017653564840915778	0.02522070777357574	0.0051290626681188695	0.0031217831352172154	0.0060285819626043	0.02434489065687448	0.01461474364165962
slippa	0.0027762071719619197	0.00035848024229057085	0.004339296408096716	0.0036451781067304845	0.0006858372179369132	0.0012021622519045039	0.001263127589254065	0.004961825580952817	0.0024040143211409987
sluta	0.010581012389328515	0.0037899567012673607	0.0009368322660615602	0.0003401620611127587	0.002549240367297756	0.0001851080812812489	0.0037149019462111577	0.010862860541484998	0.004120009294255669
vägra	0.054503964190106835	0.026387953896392036	0.019660388358858083	0.0053284754881219865	0.0018765825525192126	0.010889866420243699	0.005209346778802693	7.341327356547023e-05	0.015491248869826252
mean	0.023497592051573108	0.008938057890842697	0.010059654947351539	0.007538176711189601	0.004197470426523697	0.005782635578908332	0.004849610603103734	0.013932138122045091	0.009849417041442224
